,loc,prod,ExportValue,time,diversity,ubiquity,mcp,eci,pci,density,coi,cog,rca,POPIS,description,relatedness,WorldExport,EUExport,EUTopExporter,EUWorldMarketShare,hhi,euhhi,CZE_WorldMarketShare,CZE_EUMarketShare,PCI_Rank,PCI_Percentile,relatedness_Rank,relatedness_Percentile
11,CZE,10392,39587608.0,2022,1422,20,1,1.5819559762859883,2.0149431181374697,0.34550157586829583,1.3668509850132495,0.0,2.1112787811728855,"Dobytek vepřový ostatní živý,nad 50kg","Swine: live, other than pure-bred breeding animals, weighing 50kg or more",0.3455015758682959,1908846280.0,1048542098.0,NLD,0.5493067246881713,0.111388484811881,0.09745725915072653,0.020739023573967414,0.03775490566903304,4090.0,72.95754548697823,4671.0,83.32144131287906
12,CZE,10410,1719627.0,2022,1422,28,0,1.5819559762859883,-1.6557655998465555,0.2824177161942764,1.3668509850132495,-0.39362815272047746,0.1088623312747756,Ovce živé,Sheep: live,0.2824177161942764,1608103150.0,695055585.0,ROU,0.43222077203194337,0.08925544369057795,0.268815361629011,0.0010693511793693085,0.0024740855797885574,351.0,6.2611487691758825,2681.0,47.823760256867644
13,CZE,10420,391.0,2022,1422,20,0,1.5819559762859883,-2.8198886929509084,0.21867727550014904,1.3668509850132495,-0.4254607882755189,0.00016694572833144585,Kozy živé,Goats: live,0.21867727550014893,238428806.00000003,6315072.0,FRA,0.026486195631915378,0.30651336362768833,0.14898929330196065,1.6399025208388618e-06,6.191536691901533e-05,86.0,1.5340706386014984,294.0,5.244381020335355
14,CZE,10511,40350232.0,2022,1422,27,1,1.5819559762859883,0.3754718322655282,0.33602425534583374,1.3668509850132495,-0.0,2.601935188586676,"Kohouti,slepice domácí živí,do 185g","Poultry: live, fowls of the species Gallus domesticus, weighing not more than 185g",0.3360242553458336,1578726283.0,830620500.0,NLD,0.526133319590778,0.0815155919796824,0.12229430370472037,0.025558725685698867,0.048578420590389956,1808.0,32.25115947199429,4417.0,78.79058151980021
15,CZE,10512,2880865.0,2022,1422,11,1,1.5819559762859883,2.364552058958513,0.3774125221589125,1.3668509850132495,0.0,1.8111241038961254,Krocani a krůty,"Poultry: live, turkeys, weighing not more than 185g",0.3774125221589126,161931737.0,87003017.0,FRA,0.5372820585503878,0.14456652355922475,0.26497892507821996,0.017790613831308436,0.03311224253292274,4595.0,81.96575098109169,5435.0,96.94969675347842
16,CZE,10513,6893979.0,2022,1422,10,1,1.5819559762859883,2.433755774670815,0.3723881590423938,1.3668509850132495,0.0,22.494574170054406,"Kachny, živé, o hmotnosti <= 185 g","Poultry: live, ducks, weighing not more than 185g",0.37238815904239375,31199631.0,27294565.0,FRA,0.8748361479018775,0.15764869228746975,0.19733518537900813,0.22096347870268082,0.2525769873965751,4696.0,83.76739207991439,5360.0,95.61184445237247
17,CZE,10514,139017.0,2022,1422,7,1,1.5819559762859883,2.961476629419213,0.4160035186148528,1.3668509850132495,0.0,4.436166354965705,"Husy, živé, o hmotnosti <= 185 g","Poultry: live, geese, weighing not more than 185g",0.41600351861485274,3190196.0,2997263.0,POL,0.9395231515555784,0.4538564866846021,0.5124019846904136,0.04357631944871099,0.04638131521991897,5236.0,93.39992864787727,5593.0,99.76810560114163
18,CZE,10515,5340.0,2022,1422,5,0,1.5819559762859883,1.8312766720472762,0.22584853698539542,1.3668509850132495,0.2303395286453795,0.20148852223076516,"Perličky, živé, o hmotnosti <= 185 g","Poultry: live, guinea fowls, weighing not more than 185g",0.2258485369853954,2698039.0,1682614.0,FRA,0.6236433202040444,0.4063719968285553,0.9263409022838452,0.001979215274501221,0.003173633406116911,3781.0,67.4455940064217,424.0,7.563325008919016
19,CZE,10594,31045825.999999996,2022,1422,21,1,1.5819559762859883,1.6254085261182938,0.36203304787668245,1.3668509850132495,0.0,2.2501332255421556,"Kohouti,slepice domácí živí,nad 185g","Poultry: live, fowls of the species Gallus domesticus, weighing more than 185g",0.3620330478766824,1404598707.0,1195761456.0,DEU,0.8513189212269437,0.1637518802278523,0.21500025826715471,0.0221029863157919,0.025963226899663502,3485.0,62.16553692472351,5152.0,91.9015340706386
20,CZE,10599,23637896.0,2022,1422,16,1,1.5819559762859883,1.1057409447140527,0.3532717879885377,1.3668509850132495,0.0,8.95161320754665,"Kachny,husy,krocani,perličky ap domácí živí","Poultry: live, ducks, geese, turkeys and guinea fowls, weighing more than 185g",0.3532717879885378,268821987.0,209953030.0,POL,0.7810113761267601,0.10965285791301019,0.14529434126255011,0.08793140867603215,0.1125865913914174,2681.0,47.823760256867644,4904.0,87.47770246164824
21,CZE,10611,374607.0,2022,1422,10,0,1.5819559762859883,0.48419927150959563,0.23726195907523318,1.3668509850132495,0.07207343742350805,0.13633032221094954,Primáti,"Mammals: live, primates",0.2372619590752331,279731069.0,51974471.0,FRA,0.1858015671473375,0.15628030430363016,0.4654567167286304,0.0013391683710328223,0.007207519245361824,1913.0,34.124152693542634,729.0,13.003924366749912
22,CZE,10612,0.0,2022,1422,7,0,1.5819559762859883,-1.1655169525766615,0.22103262131120677,1.3668509850132495,0.08802687542419066,0.0,"Velryby,delfíni,sviňuchy,kapustňáci,dugungové,tuleni,lvouni,mroži,živí","Mammals: live, whales, dolphins and porpoises (mammals of the order Cetacea): manatees and dugongs (mammals of the order Sirenia): seals, sea lions and walruses (mammals of the suborder Pinnipedia)",0.22103262131120674,16295476.0,2524638.0,ESP,0.15492876673255818,0.5978405850689286,0.9866473267593118,0.0,0.0,574.0,10.239029611130931,332.0,5.92222618622904
23,CZE,10613,76826.00000000001,2022,1422,14,0,1.5819559762859883,-3.1793537804339382,0.17909132785008733,1.3668509850132495,-0.26025366137802697,0.03922487365880576,"Velbloudi a jiní velbloudovití, živí","Mammals: live, camels and other camelids (Camelidae)",0.1790913278500873,199390263.0,440926.0,DEU,0.002211371775962801,0.37429680284396544,0.15241951176744667,0.00038530467257571154,0.17423785397096114,53.0,0.945415626114877,21.0,0.3745986443096682
24,CZE,10614,68378.0,2022,1422,14,0,1.5819559762859883,0.5808884471825896,0.28972843515538815,1.3668509850132495,0.11477304899301287,0.16636499948957517,"Králíci a zajíci, živí","Mammals: live, rabbits and hares",0.28972843515538815,41841930.0,34296458.0,NLD,0.8196672094236571,0.18400513240215166,0.24550908831761534,0.0016341980400999667,0.0019937335803014993,2015.0,35.943631823046736,3002.0,53.54976810560114
25,CZE,10619,7800530.0,2022,1422,45,1,1.5819559762859883,0.574054830560743,0.35433080323468896,1.3668509850132495,-0.0,2.600476348018675,Domácí králíci,"Mammals: live, other than primates, whales, dolphins, porpoises (mammals of the order Cetacea): manatees, dugongs (mammals of the order Sirenia): seals, sea lions, walruses (mammals of the suborder Pinnipedia), camels, other camelids, rabbits and hares",0.3543308032346891,305371485.0,144650851.0,FRA,0.47368814085571875,0.09253841480036552,0.15186431457757876,0.02554439554171209,0.053926609806118596,2006.0,35.78308954691402,4927.0,87.88797716732073
26,CZE,10620,2582553.0,2022,1422,45,1,1.5819559762859883,-2.6019090541786727,0.31063460252621583,1.3668509850132495,-0.0,3.6740379808338943,Plazi (včetně hadů a želv),Reptiles: live (including snakes and turtles),0.3106346025262158,71558772.0,18066343.0,DEU,0.2524686002157779,0.06918220567378314,0.24246665104532159,0.03608995693777417,0.14294829894461764,117.0,2.0870495897252943,3777.0,67.37424188369604
27,CZE,10631,516993.00000000006,2022,1422,21,1,1.5819559762859883,0.6453355704694588,0.34636893464524227,1.3668509850132495,0.0,2.22371653705035,Dravci,"Birds: live, birds of prey",0.34636893464524227,23668052.0,13460006.000000002,DEU,0.5686993589502001,0.13810254646258294,0.2865680735278513,0.02184349603423214,0.0384095668308023,2087.0,37.22797003210845,4693.0,83.71387798787015
28,CZE,10632,4468033.0,2022,1422,31,1,1.5819559762859883,-1.5246807886153546,0.31390529914158716,1.3668509850132495,-0.0,16.936677977679427,"Papouškovití (vč. papoušků, makaů apod)","Birds: live, Psittaciformes",0.31390529914158727,26856253.0,13146191.0,CZE,0.48950205376751554,0.1597312033707775,0.22721694417743243,0.1663684431331504,0.33987281943492226,407.0,7.260078487334997,3868.0,68.99750267570461
29,CZE,10633,25637.0,2022,1422,11,1,1.5819559762859883,-0.45572615457153687,0.35882770825761046,1.3668509850132495,-0.0,3.925552663130912,"Pštrosi, emuové, živí","Birds: live, ostriches: emus (Dromaius novaehollandiae)",0.3588277082576104,664850.0,75852.0,BEL,0.11408889223133037,0.3026606279097832,0.33351125623088873,0.038560577573888845,0.33798713283763115,1043.0,18.60506600071352,5062.0,90.29611130931146
30,CZE,10639,769732.0,2022,1422,42,1,1.5819559762859883,-2.202420874207134,0.30968984505996366,1.3668509850132495,-0.0,1.2456885262582458,Holubi a ostatní ptáci j.n.,"Birds: live, other than birds of prey, Psittaciformes, ostriches and emus (Dromaius novaehollandiae)",0.30968984505996383,62905317.0,35443524.0,BEL,0.5634424193427083,0.0703922296769291,0.18913358434483335,0.012236358335178566,0.021717140767379677,185.0,3.3000356760613627,3745.0,66.80342490189084
31,CZE,10641,84607.0,2022,1422,18,0,1.5819559762859883,0.05285173567647381,0.2554400718670888,1.3668509850132495,-0.09780220034390068,0.10403487644404431,"Včely, živé","Insects: live, bees",0.2554400718670885,82791284.0,42822132.0,SVK,0.5172299538197764,0.14319151137276143,0.25811352658405406,0.0010219312458060199,0.0019757773853950104,1481.0,26.418123439172312,1452.0,25.900820549411346
32,CZE,10649,439502.0,2022,1422,18,0,1.5819559762859883,0.3898520623101761,0.2908612363878858,1.3668509850132495,0.0747445025819581,0.18437643414032925,"Hmyz ostatní, živý","Insects: live, other than bees",0.2908612363878856,242668118.0,150968903.0,NLD,0.6221208795133113,0.1101409990011064,0.23806958952483226,0.001811123783471218,0.0029112088070216684,1824.0,32.536567962896896,3060.0,54.584373885123085
33,CZE,10690,1811543.0000000002,2022,1422,34,0,1.5819559762859883,-0.712952328668635,0.29364803532393474,1.3668509850132495,-0.21173872015636175,0.7491823640389315,Ostatní živá zvířata j.n.,"Animals: live, n.e.c. in chapter 01, other than mammals, reptiles, birds and insects",0.2936480353239347,246160508.0,143584086.0,NLD,0.5832945632367642,0.12685993138146323,0.2853866212237853,0.007359194270106073,0.012616600143277718,852.0,15.198002140563682,3172.0,56.58223332144131
34,CZE,20110,2393349.0,2022,1422,27,0,1.5819559762859883,0.5405983811640022,0.31981503468958816,1.3668509850132495,0.005945304543909475,0.09972361714902428,"Maso hovězí,čerstvé,chlazené,v celku,půlené","Meat: of bovine animals, carcasses and half-carcasses, fresh or chilled",0.31981503468958805,2443235260.0,2011094651.0,ESP,0.8231277126378734,0.08899844200657303,0.11728707978073766,0.0009795818843904537,0.0011900727789266046,1968.0,35.105244381020334,4046.0,72.17267213699607
35,CZE,20120,30141722.0,2022,1422,24,0,1.5819559762859883,0.9978040510155141,0.32119341981777,1.3668509850132495,0.10038378065577212,0.5549139494348514,"Maso hovězí ost,čerstvé,chlazené,nevykostěné","Meat: of bovine animals, cuts with bone in (excluding carcasses and half-carcasses), fresh or chilled",0.3211934198177701,5529676127.0,3897108544.0,POL,0.7047625312034843,0.07786755409617745,0.12171160442094706,0.005450901880641011,0.007734380928754547,2533.0,45.18373171601855,4078.0,72.74348911880128
36,CZE,20130,47548560.00000001,2022,1422,19,0,1.5819559762859883,0.38497574384436384,0.2926578552753617,1.3668509850132495,-0.016592563378461163,0.23322125599550167,"Maso hovězí,čerstvé,chlazené,vykostěné","Meat: of bovine animals, boneless cuts, fresh or chilled",0.2926578552753617,20755180602.0,6367404089.0,NLD,0.3067862530854792,0.08977153283280387,0.17347916147143283,0.0022909248978261435,0.007467495283068724,1818.0,32.42953977880842,3128.0,55.79735997145915
37,CZE,20210,29768.0,2022,1422,30,0,1.5819559762859883,-0.2962809328947699,0.28938030104691115,1.3668509850132495,-0.2330260307324413,0.037729046291549856,"Maso hovězí zmrazené,v celku,půlené","Meat: of bovine animals, carcasses and half-carcasses, frozen",0.2893803010469114,80321370.0,34124117.0,POL,0.42484480780146056,0.0779867337549896,0.18510825079308074,0.00037061120844925825,0.0008723449166464879,1166.0,20.79914377452729,2986.0,53.26435961469854
38,CZE,20220,289007.0,2022,1422,19,0,1.5819559762859883,-0.3651571478047102,0.2802029985968026,1.3668509850132495,-0.15079573874619556,0.009381444612161869,"Maso hovězí ostatní zmrazené,nevykostěné","Meat: of bovine animals, cuts with bone in (excluding carcasses and half-carcasses), frozen",0.28020299859680264,3136143459.0000005,265493082.0,NLD,0.08465591114401887,0.19514726454790388,0.1633142492172055,9.215362874125459e-05,0.0010885669706452088,1102.0,19.657509810916878,2589.0,46.18266143417767
39,CZE,20230,8119410.000000001,2022,1422,18,0,1.5819559762859883,-0.7106562750022795,0.23093916487398516,1.3668509850132495,-0.20116038645739998,0.023578801605392163,"Maso hovězí zmrazené,vykostěné","Meat: of bovine animals, boneless cuts, frozen",0.2309391648739851,35055811233.0,2915220515.0,IRL,0.0831594081684163,0.14632229581442868,0.12730845327109824,0.000231613809933936,0.002785178671123615,854.0,15.233678201926507,555.0,9.900107028184088
40,CZE,20311,27492196.0,2022,1422,21,1,1.5819559762859883,2.3723908980137156,0.36698341044689897,1.3668509850132495,0.0,1.2136231427440167,"Maso vepřové čerstvé,chlazené,v celku,půlené","Meat: of swine, carcasses and half-carcasses, fresh or chilled",0.3669834104468988,2306125084.0,2158726254.0,BEL,0.9360837662177738,0.20261798846408932,0.22943708105594904,0.01192138110406157,0.012735378535865066,4607.0,82.17980734926864,5264.0,93.89939350695683
41,CZE,20312,3233182.0,2022,1422,10,0,1.5819559762859883,2.9393497181336383,0.2956570128817228,1.3668509850132495,0.61970502720924,0.07936379523756526,"Šunky,plece vepř.čerstvé,chlazené,nevykostěné","Meat: of swine, hams, shoulders and cuts thereof, with bone in, fresh or chilled",0.29565701288172275,4147295706.0,2444185153.0,DNK,0.5893443164575736,0.1684612430977166,0.1841743386046743,0.0007795880084756127,0.0013228056786252806,5217.0,93.06100606493042,3256.0,58.08062789867998
42,CZE,20319,42228785.0,2022,1422,15,0,1.5819559762859883,2.3653553625800807,0.3116966026530586,1.3668509850132495,0.49971036423898635,0.41702497380305475,"Maso vepřové ostatní čerstvé,chlazené","Meat: of swine, n.e.c. in item no. 0203.1, fresh or chilled",0.3116966026530585,10308697602.0,6787073843.0,DEU,0.6583832512152877,0.13433714451052198,0.19876071344077806,0.004096422907177639,0.006221942766035115,4598.0,82.01926507313593,3807.0,67.90938280413842
43,CZE,20321,1229844.9999999998,2022,1422,20,0,1.5819559762859883,1.3854489042780354,0.29322033170466144,1.3668509850132495,0.09340900689990059,0.5601662890107784,"Maso vepřové zmarazené,v celku,půlené","Meat: of swine, carcasses and half-carcasses, frozen",0.2932203317046614,223506773.0,102040552.0,ESP,0.4565434444351268,0.11163272540992639,0.150164809928983,0.005502495443393117,0.012052512220827654,3095.0,55.20870495897253,3150.0,56.18979664645023
44,CZE,20322,1997600.0000000002,2022,1422,12,0,1.5819559762859883,1.7579143252053375,0.2810629215243106,1.3668509850132495,0.21126629167532013,0.12889263316937402,"Šunky,plece vepřové zmrazené,nevykostěné","Meat: of swine, hams, shoulders and cuts thereof, with bone in, frozen",0.2810629215243106,1577748264.0,891718795.0,ESP,0.5651844564476098,0.1320769644269392,0.24218484098153165,0.0012661081907550749,0.0022401681014248445,3671.0,65.48341063146628,2623.0,46.789154477345704
45,CZE,20329,14633034.0,2022,1422,17,0,1.5819559762859883,1.9787191019484522,0.30987651182194054,1.3668509850132495,0.2571590025896966,0.09735125111909786,Maso vepřové ostatní zmrazené,"Meat: of swine, n.e.c. in item no. 0203.2, frozen",0.30987651182194054,15302067808.0,8281429583.0,ESP,0.5411967641831011,0.11120856103328318,0.2035701724242093,0.0009562782091678991,0.001766969561636856,4033.0,71.94077773813771,3754.0,66.96396717802354
46,CZE,20410,41589.0,2022,1422,23,0,1.5819559762859883,-1.3390809249007083,0.265910056810877,1.3668509850132495,-0.3611370178554344,0.003687246871318334,"Jehně čerstvé,chlazené,v celku,půlené","Meat: of sheep, lamb carcasses and half-carcasses, fresh or chilled",0.26591005681087704,1148242295.0,426001835.0,IRL,0.3710034344275744,0.16596039759543402,0.20269981999992284,3.621970744423763e-05,9.762634003677473e-05,489.0,8.722797003210845,1941.0,34.623617552622186
47,CZE,20421,2397.0000000000005,2022,1422,28,0,1.5819559762859883,-1.235004008332569,0.25914534715659565,1.3668509850132495,-0.39949289241336267,0.0006913234029305632,"Maso skopové ost.čerstvé,chlaz,v celku,půlené","Meat: of sheep, carcasses and half-carcasses (excluding carcasses and half-carcasses of lamb), fresh or chilled",0.2591453471565956,352975086.0,143876387.0,IRL,0.40761060116293873,0.08971486829914335,0.2783271106697312,6.790847555739389e-06,1.6660134786398273e-05,537.0,9.579022475918658,1619.0,28.879771673207276
48,CZE,20422,87137.99999999999,2022,1422,10,0,1.5819559762859883,-0.3153696038140524,0.22960057659759392,1.3668509850132495,0.06221748909888844,0.006587152145687029,"Maso skopové ost.čerstvé,chlazené,nevykostěné","Meat: of sheep (including lamb), cuts with bone in (excluding carcasses and half-carcasses), fresh or chilled",0.22960057659759397,1346688560.0,247144934.0,IRL,0.1835204822709714,0.3409665193638548,0.21313103402017106,6.470538370059369e-05,0.00035257854000762156,1143.0,20.3888690688548,528.0,9.418480199785943
49,CZE,20423,143194.00000000003,2022,1422,7,0,1.5819559762859883,2.073106569610361,0.24249161507437367,1.3668509850132495,0.2772611457459251,0.024673248316509636,"Maso skopové ost.čerstvé,chlazené,vykostěné","Meat: of sheep (including lamb), boneless cuts, fresh or chilled",0.24249161507437372,590820790.0,127038188.0,IRL,0.21501983367917707,0.31145566730631546,0.31715939370788426,0.00024236452478254875,0.0011271728781270087,4166.0,74.3132358187656,902.0,16.08990367463432
50,CZE,20430,3725.0,2022,1422,18,0,1.5819559762859883,-0.9801599433934072,0.22705323242359782,1.3668509850132495,-0.2332036260141797,0.002392460855321439,"Jehně zmrazené,v celku,půlené","Meat: of sheep, lamb carcasses and half-carcasses, frozen",0.22705323242359784,158503448.0,21816099.0,NLD,0.13763800898514209,0.16548331454129192,0.15743578066998257,2.350106604620992e-05,0.0001707454664557582,675.0,12.040670709953622,454.0,8.098465929361398
51,CZE,20441,117.0,2022,1422,16,0,1.5819559762859883,-2.2048692155466103,0.23074819030229224,1.3668509850132495,-0.38396511410084644,3.978534014074895e-05,"Maso skopové ostatní,zmrazené,v celku,půlené","Meat: of sheep, carcasses and half-carcasses (excluding carcasses and half-carcasses of lamb), frozen",0.23074819030229227,299378125.0,30364056.0,ESP,0.10142376300873686,0.38107146746010756,0.28281851757402826,3.9081011680462623e-07,3.853240160010244e-06,184.0,3.28219764537995,553.0,9.864430966821262
52,CZE,20442,390644.0,2022,1422,10,0,1.5819559762859883,-1.5114960591815167,0.17719815865939315,1.3668509850132495,-0.20220211535678384,0.010705385425645416,"Maso skopové ostatní,zmrazené,nevykostěné","Meat: of sheep (including lamb), cuts with bone in (excluding carcasses and half-carcasses), frozen",0.17719815865939315,3714805913.0,252021025.0,NLD,0.06784231286971143,0.39619750249763563,0.1658926001499367,0.00010515865677744764,0.0015500452789603567,413.0,7.367106671423475,18.0,0.3210845522654299
53,CZE,20443,1479592.9999999998,2022,1422,9,0,1.5819559762859883,0.2162608146468157,0.20746546309435243,1.3668509850132495,-0.025605840838038175,0.12757066159077593,"Maso skopové ostatní,zmrazené,vykostěné","Meat: of sheep (including lamb), boneless cuts, frozen",0.20746546309435246,1180724943.0,177513013.0,IRL,0.15034239265664434,0.35607756259999046,0.18132075102409495,0.001253122506449836,0.008335124141011565,1634.0,29.147342133428474,146.0,2.6043524794862645
54,CZE,20450,27898.0,2022,1422,16,0,1.5819559762859883,-2.003100957667843,0.237425336928672,1.3668509850132495,-0.3248995631013454,0.006232581262642335,Maso kozí,"Meat: of goats, fresh, chilled or frozen",0.23742533692867193,455682550.0,62683847.0,ESP,0.13756034107516296,0.2463046402662646,0.2165300857121195,6.122244531856663e-05,0.0004450588362899935,239.0,4.263289332857653,733.0,13.075276489475563
55,CZE,20500,25207.0,2022,1422,19,0,1.5819559762859883,0.30814655675408525,0.3018117205919066,1.3668509850132495,0.04829153281933814,0.00741344147241055,"Maso koňské,oslí,mezků,mul,čerst,chlaz,zmraz","Meat: of horses, asses, mules or hinnies, fresh, chilled or frozen",0.3018117205919065,346145409.0,204923860.0,BEL,0.592016692037074,0.08733848148580675,0.14681648087118065,7.282199718558163e-05,0.00012300666208415166,1733.0,30.91330717088833,3480.0,62.07634677131645
56,CZE,20610,1709175.0,2022,1422,18,0,1.5819559762859883,0.9218889308677153,0.29018299292911726,1.3668509850132495,0.07041876934687323,0.17579053139782594,"Droby hovězí jedlé,čerstvé,chlazené","Offal, edible: of bovine animals, fresh or chilled",0.29018299292911715,989802008.0,299590035.0,NLD,0.3026767298697984,0.149072682507437,0.13418407840330246,0.0017267847369329644,0.005705046230926873,2421.0,43.18587227970032,3026.0,53.97788084195505
57,CZE,20621,22343.0,2022,1422,17,0,1.5819559762859883,-0.2177660117312176,0.26075470492561836,1.3668509850132495,-0.066788892757539,0.004227910517811404,Jazyky hovězí zmrazené,"Offal, edible: of bovine animals, tongues, frozen",0.26075470492561825,537988480.0,80991802.0,IRL,0.1505456064784138,0.17365586463706884,0.15476393117286805,4.153062905733595e-05,0.0002758674266810362,1241.0,22.13699607563325,1682.0,30.003567606136283
58,CZE,20622,284530.0,2022,1422,18,0,1.5819559762859883,-0.1767811372079902,0.25610136062311917,1.3668509850132495,-0.10979939409550568,0.0997007214318305,Játra hovězí zmrazená,"Offal, edible: of bovine animals, livers, frozen",0.2561013606231192,290527362.0,56446639.0,NLD,0.1942902679163142,0.19100064653511264,0.13663665653604207,0.0009793569804967285,0.005040689845147379,1288.0,22.97538351765965,1481.0,26.418123439172312
59,CZE,20629,3262603.0,2022,1422,24,0,1.5819559762859883,-1.0418371130925475,0.24633258327268842,1.3668509850132495,-0.3227338848047215,0.12270798883121774,"Droby hovězí jedlé ostatní,zmrazené","Offal, edible: of bovine animals, (other than tongues and livers), frozen",0.24633258327268856,2706753274.0,408007924.0,IRL,0.1507370205918517,0.07662660997169227,0.12136107936649966,0.0012053566283042022,0.007996420677359197,637.0,11.362825544059936,1043.0,18.60506600071352
60,CZE,20630,2142559.0,2022,1422,14,0,1.5819559762859883,2.780983977692694,0.3084165195232199,1.3668509850132495,0.6103734429892967,0.30827769426661705,"Droby vepřové jedlé,čerstvé,chlazené","Offal, edible: of swine, fresh or chilled",0.3084165195232199,707535061.0,532971115.0,DEU,0.7532787339848873,0.13675525850337628,0.20038799469297353,0.0030282018773342455,0.004020028364951823,5083.0,90.67070995362113,3704.0,66.07206564395291
