,HS6,OD,DO,POPIS
969,250100,2017-01-01,2999-12-31,"Sůl,chlorid sodný čistý,voda mořská"
970,250200,2017-01-01,2999-12-31,"Pyrit(kyz železný),nepražený"
971,250300,2017-01-01,2999-12-31,"Síra všech druhů, jiná než sublimovaná"
972,250410,2017-01-01,2999-12-31,"Tuha přírodní(grafit),v prášku,vločkách"
973,250490,2017-01-01,2999-12-31,"Tuha přírodní(grafit),ne prášky,vločky"
974,250510,2017-01-01,2999-12-31,"Písky křemičité,křemenné,i barvené,neobs.kovy"
975,250590,2017-01-01,2999-12-31,"Písky přírodní ost,i barvené,neobsah.kovy"
976,250610,2017-01-01,2999-12-31,Křemen(ne písky přírodní)
977,250620,2017-01-01,2999-12-31,"Křemec,též opracovaný,řezaný do pravoúhlých bloků,desek"
978,250700,2017-01-01,2999-12-31,"Kaolin,jíly kaolinitické jiné,i kalcinované"
979,250810,2017-01-01,2999-12-31,Bentonit
980,250830,2017-01-01,2999-12-31,Jíl žárovzdorný(šamotový)
981,250840,2017-01-01,2999-12-31,Jíly ostatní(ne hlíny expandované)
982,250850,2017-01-01,2999-12-31,"Andaluzit,kyanit,sillimanit"
983,250860,2017-01-01,2999-12-31,Mullit
984,250870,2017-01-01,2999-12-31,"Jíly šamotové,dinasové"
985,250900,2017-01-01,2999-12-31,Křída
986,251010,2017-01-01,2999-12-31,"Fosfáty pří.váp,hlinitov,křída fosfát,nemleté"
987,251020,2017-01-01,2999-12-31,"Fosfáty přír.váp,hlinitov,křída fosfát,mleté"
988,251110,2017-01-01,2999-12-31,Síran barnatý přírodní(těživec)
989,251120,2017-01-01,2999-12-31,"Uhličitan barnatý přírodní(witherit),i kalcin"
990,251200,2017-01-01,2999-12-31,Moučky fosilní křemičité ap zeminy křemičité
991,251310,2017-01-01,2999-12-31,Pemza
992,251320,2017-01-01,2999-12-31,"Smirek, přírodní korund a granát a j.brusiva"
993,251400,2017-01-01,2999-12-31,"Břidlice i zhruba opracovaná,řezaná"
994,251511,2017-01-01,2999-12-31,"Mramor,travertin surový,zhruba opracovaný"
995,251512,2017-01-01,2999-12-31,"Mramor,travertin řezaný do bloků,desek"
996,251520,2017-01-01,2999-12-31,"Ecaussin aj kameny váp.pro výtv,stav,alabastr"
997,251611,2017-01-01,2999-12-31,"Žula surová,zhruba opracovaná"
998,251612,2017-01-01,2999-12-31,"Žula rozřezaná do bloků,desek čtverc,obdélník"
999,251620,2017-01-01,2999-12-31,"Pískovec,též opracovaný,řezaný do pravoúhlých bloků,desek"
1000,251690,2017-01-01,2999-12-31,"Porfyr,čedič aj kameny pro výtvar,stav,řezané"
1001,251710,2017-01-01,2999-12-31,"Oblázky,štěrk lámaný,drcený,pazourek ap"
1002,251720,2017-01-01,2999-12-31,"Makadam ze strusky,pěny ap odpadů průmysl."
1003,251730,2017-01-01,2999-12-31,Makadam dehtový
1004,251741,2017-01-01,2999-12-31,"Granuly,drť,prach z mramoru,i tepelně zprac."
1005,251749,2017-01-01,2999-12-31,"Granuly,drť,prach z kamenů vápen.ost,žuly ap"
1006,251810,2017-01-01,2999-12-31,"Dolomit nekalcinovaný,řezaný do bloků,čtverců"
1007,251820,2017-01-01,2999-12-31,"Dolomit kalcinovaný,řezaný do bloků,čtverců"
1008,251830,2017-01-01,2021-12-31,Dolomit aglomerovaný(vč dolomitu dehtového)
1009,251910,2017-01-01,2999-12-31,Uhličitan hořečnatý přírodní(magnezit)
1010,251990,2017-01-01,2999-12-31,"Magnézie tavená,slinutá,oxidy hořčíku ostatní"
1011,252010,2017-01-01,2999-12-31,"Sádrovec,anhydrit"
1012,252020,2017-01-01,2999-12-31,"Sádra,i barvená,s přís.urychlovače,zpomalovač"
1013,252100,2017-01-01,2999-12-31,"Vápenec aj kameny váp.k výrobě cementu,vápna"
1014,252210,2017-01-01,2999-12-31,Vápno nehašené
1015,252220,2017-01-01,2999-12-31,Vápno hašené
1016,252230,2017-01-01,2999-12-31,Vápno hydraulické
1017,252310,2017-01-01,2999-12-31,Slínky cementové
1018,252321,2017-01-01,2999-12-31,"Cement portlandský bílý,i uměle barvený"
1019,252329,2017-01-01,2999-12-31,"Cementy portlandské ost,ne bílé,uměle barvené"
1020,252330,2017-01-01,2999-12-31,Cementy hlinitanové tavené
1021,252390,2017-01-01,2999-12-31,"Cement struskový,supersulfátový ap hydraulic."
1022,252410,2017-01-01,2999-12-31,Krokydolit
1023,252490,2017-01-01,2999-12-31,Osinek (azbest) ostatní
1024,252510,2017-01-01,2999-12-31,"Slída surová,i štípaná do lístků,destiček"
1025,252520,2017-01-01,2999-12-31,Prach slídový
1026,252530,2017-01-01,2999-12-31,Odpady slídové
1027,252610,2017-01-01,2999-12-31,"Steatit přírodní,mastek,nedrcený,nemletý"
1028,252620,2017-01-01,2999-12-31,"Steatit přírodní,mastek,drcený,rozemletý"
1029,252800,2017-01-01,2999-12-31,"Přírodní boritany a jejich koncentráty, kromě boritanů získaných z přírodních solanek; přírodní"
1030,252910,2017-01-01,2999-12-31,Živec
1031,252921,2017-01-01,2999-12-31,Kazivec obsahující fluorid vápenatý do 97%
1032,252922,2017-01-01,2999-12-31,Kazivec obsahující fluorid vápenatý nad 97%
1033,252930,2017-01-01,2999-12-31,"Leucit,nefelin,syenit nefelinický"
1034,253010,2017-01-01,2999-12-31,"Vermikulit,perlit,chlority,neexpandované"
1035,253020,2017-01-01,2999-12-31,"Kieserit,epsomit(sírany hořečnaté přírodní)"
1036,253090,2017-01-01,2999-12-31,Látky nerostné ostatní jn
1037,260111,2017-01-01,2999-12-31,"Rudy železné,koncentráty,neaglomerované"
1038,260112,2017-01-01,2999-12-31,"Rudy železné,koncentráty,aglomerované"
1039,260120,2017-01-01,2999-12-31,Výpražky kyzové(výpalky)
1040,260200,2017-01-01,2999-12-31,"Rudy manganové,manganoželezné,koncentráty"
1041,260300,2017-01-01,2999-12-31,"Rudy měděné,koncentráty"
1042,260400,2017-01-01,2999-12-31,"Rudy niklové,koncentráty"
1043,260500,2017-01-01,2999-12-31,"Rudy kobaltové,koncentráty"
1044,260600,2017-01-01,2999-12-31,"Rudy hliníkové,koncentráty"
1045,260700,2017-01-01,2999-12-31,"Rudy olovnaté,koncentráty"
1046,260800,2017-01-01,2999-12-31,"Rudy zinkové,koncentráty"
1047,260900,2017-01-01,2999-12-31,"Rudy cínové,koncentráty"
1048,261000,2017-01-01,2999-12-31,"Rudy chromové,koncentráty"
1049,261100,2017-01-01,2999-12-31,"Rudy wolframové,koncentráty"
1050,261210,2017-01-01,2999-12-31,"Rudy uranové,koncentráty"
1051,261220,2017-01-01,2999-12-31,"Rudy thoriové,koncentráty"
1052,261310,2017-01-01,2999-12-31,"Rudy molybdenové,koncentráty,pražené"
1053,261390,2017-01-01,2999-12-31,"Rudy molybdenové,koncentráty,ne pražené"
1054,261400,2017-01-01,2999-12-31,"Rudy titanové,koncentráty"
1055,261510,2017-01-01,2999-12-31,"Rudy zirkonové,koncentráty"
1056,261590,2017-01-01,2999-12-31,"Rudy niobové,tantalové,vanadové,koncentráty"
1057,261610,2017-01-01,2999-12-31,"Rudy stříbrné,koncentráty"
1058,261690,2017-01-01,2999-12-31,"Rudy drahých kovů(ne stříbrné),koncentráty"
1059,261710,2017-01-01,2999-12-31,"Rudy antimonové,koncentráty"
1060,261790,2017-01-01,2999-12-31,"Rudy berylia,bizmutu,germania,rtuti,koncentr."
1061,261800,2017-01-01,2999-12-31,"Struska granulovaná z výroby železa,oceli"
1062,261900,2017-01-01,2999-12-31,"Struska,okuje aj odpad při zprac.železa,oceli"
1063,262011,2017-01-01,2999-12-31,Kamínek zinkový
1064,262019,2017-01-01,2999-12-31,"Popely,zbytky obsah.hlavně zinek,ne kmínek"
1065,262021,2017-01-01,2999-12-31,Kaly olovnatého benzinu
1066,262029,2017-01-01,2999-12-31,Ostatní zbytky obsahující kovy
1067,262030,2017-01-01,2999-12-31,"Popely,zbytky obsahující hlavně měď"
1068,262040,2017-01-01,2999-12-31,"Popely,zbytky obsahující hlavně hliník"
1069,262060,2017-01-01,2999-12-31,Ostatní zbytky obs. arsen a rtuť
1070,262091,2017-01-01,2999-12-31,"Ost. zbytky obs. antimon, kadmium"
1071,262099,2017-01-01,2999-12-31,Zbytky ostatních kovů
1072,262110,2017-01-01,2999-12-31,Komunální odpad
1073,262190,2017-01-01,2999-12-31,Ostatní odpad
1074,270111,2017-01-01,2999-12-31,"Antracit,i v prášku,neaglomerovaný"
1075,270112,2017-01-01,2999-12-31,"Uhlí živičné(bitumenní),i v prášku,neaglomer."
1076,270119,2017-01-01,2999-12-31,"Uhlí černé ostatní,i v prášku,neaglomerované"
1077,270120,2017-01-01,2999-12-31,"Brikety,bulety ap paliva tuhá z černého uhlí"
1078,270210,2017-01-01,2999-12-31,"Uhlí hnědé,i v prášku,neaglomerované,ne gagát"
1079,270220,2017-01-01,2999-12-31,"Uhlí hnědé aglomerované,ne gagát"
1080,270300,2017-01-01,2999-12-31,"Rašelina(vč rašelin.steliva),i aglomerovaná"
1081,270400,2017-01-01,2999-12-31,"Koks,polokoks z uhlí černého,hnědého,rašeliny"
1082,270500,2017-01-01,2999-12-31,"Svítiplyn,plyn vodní,generátorový ap,ne zemní"
1083,270600,2017-01-01,2999-12-31,"Dehet černouhelný,hnědouhelný,rašelinový aj"
1084,270710,2017-01-01,2999-12-31,Benzol(benzen surový)
1085,270720,2017-01-01,2999-12-31,Toluol(toluen surový)
1086,270730,2017-01-01,2999-12-31,Xylol(xylen surový)
1087,270740,2017-01-01,2999-12-31,Naftalen
1088,270750,2017-01-01,2999-12-31,Směsi aromatických uhlovodíků ostatní
1089,270791,2017-01-01,2999-12-31,Oleje kreozotové
1090,270799,2017-01-01,2999-12-31,"Oleje,produkty destilace černouhel.dehtů ost."
1091,270810,2017-01-01,2999-12-31,Smola z dehtu černouhelného aj minerálního
1092,270820,2017-01-01,2999-12-31,Koks smolný z dehtu černouhel.aj minerálního
1093,270900,2017-01-01,2999-12-31,"Oleje minerální a z nerostů živičných,surové"
1094,271012,2017-01-01,2999-12-31,"Lehké oleje a přípravky, obsahující >= 70 % hm. minerálních olejů nebo olejů ze živičných nerost"
1095,271019,2017-01-01,2999-12-31,"Ropné oleje, střední a těžké"
1096,271020,2017-01-01,2999-12-31,"Minerální oleje a oleje ze živičných nerostů, obsahující >= 70 % hm. minerálních olejů nebo olej"
1097,271091,2017-01-01,2999-12-31,"Odpadní oleje obs. PCBs, PCTs n.PBBss"
1098,271099,2017-01-01,2999-12-31,Ostatní odpadní oleje
1099,271111,2017-01-01,2999-12-31,Plyn zemní zkapalněný
1100,271112,2017-01-01,2999-12-31,Propan zkapalněný
1101,271113,2017-01-01,2999-12-31,Butan zkapalněný
1102,271114,2017-01-01,2999-12-31,"Ethylen,propylen,butylen,butadien zkapalněný"
1103,271119,2017-01-01,2999-12-31,Uhlovodíky plynné ostatní zkapalněné
1104,271121,2017-01-01,2999-12-31,Plyn zemní v plynném stavu
1105,271129,2017-01-01,2999-12-31,Uhlovodíky plynné ostatní v plynném stavu
1106,271210,2017-01-01,2999-12-31,"Vazelína,získaná synteticky aj,i barvená"
1107,271220,2017-01-01,2999-12-31,"Parafin,obsahujcí pod 0,75% oleje"
1108,271290,2017-01-01,2999-12-31,"Vosk ropný,rašelin,ozokerit aj vosky miner.ap"
1109,271311,2017-01-01,2999-12-31,Koks petrolejový nekalcinovaný
1110,271312,2017-01-01,2999-12-31,Koks petrolejový kalcinovaný
1111,271320,2017-01-01,2999-12-31,Živice petrolejová
1112,271390,2017-01-01,2999-12-31,"Zbytky destilace olejů miner,z nerostů živič."
1113,271410,2017-01-01,2999-12-31,"Břidlice,písky živičné"
1114,271490,2017-01-01,2999-12-31,"Živice,asfalt přír,asfaltity,horniny asfalt."
1115,271500,2017-01-01,2999-12-31,"Směsi živičné na bázi asfaltu,živice,dehtu"
1116,271600,2017-01-01,2999-12-31,Energie elektrická
1117,280110,2017-01-01,2999-12-31,Chlór
1118,280120,2017-01-01,2999-12-31,Jód
1119,280130,2017-01-01,2999-12-31,"Fluór,bróm"
1120,280200,2017-01-01,2999-12-31,"Síra sublimovaná,srážená,síra koloidní"
1121,280300,2017-01-01,2999-12-31,"Uhlík,saze aj formy uhlíku jn"
1122,280410,2017-01-01,2999-12-31,Vodík
1123,280421,2017-01-01,2999-12-31,Argon
1124,280429,2017-01-01,2999-12-31,"Hélium,neón,krypton,xenon"
1125,280430,2017-01-01,2999-12-31,Dusík
1126,280440,2017-01-01,2999-12-31,Kyslík
1127,280450,2017-01-01,2999-12-31,"Bór,tellur"
1128,280461,2017-01-01,2999-12-31,"Křemík,obsahující nad 99,99% křemíku"
1129,280469,2017-01-01,2999-12-31,"Křemík,obsahující do 99,99% křemíku"
1130,280470,2017-01-01,2999-12-31,Fosfor
1131,280480,2017-01-01,2999-12-31,Arsen
1132,280490,2017-01-01,2999-12-31,Selen
1133,280511,2017-01-01,2999-12-31,Sodík
1134,280512,2017-01-01,2999-12-31,Vápník
1135,280519,2017-01-01,2999-12-31,"Lithium,draslík,rubidium,césium"
1136,280530,2017-01-01,2999-12-31,"Kovy vzácných zemin,skandium,yttrium,i smíš."
1137,280540,2017-01-01,2999-12-31,Rtuť
1138,280610,2017-01-01,2999-12-31,Chlorovodík(kyselina chlorovodíková)
1139,280620,2017-01-01,2999-12-31,Kyselina chloro-sírová(chlorsulfonová)
1140,280700,2017-01-01,2999-12-31,"Kyselina sírová,oleum"
1141,280800,2017-01-01,2999-12-31,"Kyselina dusičná,směs kyseliny sírové,dusičné"
1142,280910,2017-01-01,2999-12-31,Oxid fosforečný
1143,280920,2017-01-01,2999-12-31,"Kyselina fosforečná,kyseliny polyfosforečné"
1144,281000,2017-01-01,2999-12-31,"Oxidy bóru,kyseliny borité"
1145,281111,2017-01-01,2999-12-31,Fluorovodík(kyselina fluorovodíková)
1146,281112,2017-01-01,2999-12-31,"Hydrogen cyanide ""hydrocyanic acid"""
1147,281119,2017-01-01,2999-12-31,Kyseliny anorganické ostatní
1148,281121,2017-01-01,2999-12-31,Oxid uhličitý
1149,281122,2017-01-01,2999-12-31,Oxid křemičitý
1150,281129,2017-01-01,2999-12-31,Sloučeniny nekovů organické kyslíkaté ostatní
1151,281211,2017-01-01,2999-12-31,Karbonyldichlorid (fosgen)
1152,281212,2017-01-01,2999-12-31,Oxychlorid fosforečný
1153,281213,2017-01-01,2999-12-31,Chlorid fosforitý
1154,281214,2017-01-01,2999-12-31,Chlorid fosforečný
1155,281215,2017-01-01,2999-12-31,Chlorid sirný
1156,281216,2017-01-01,2999-12-31,Chlorid sirnatý
1157,281217,2017-01-01,2999-12-31,Chlorid thionylu
1158,281219,2017-01-01,2999-12-31,"Chloridy a chlorid-oxidy fosforu (kromě karbonyldichloridu (fosgenu), oxychloridu fosforečného, chloridu fosforitého, ch"
1159,281290,2017-01-01,2999-12-31,"Halogenidy,halogenid-oxidy nekovů ostatní"
1160,281310,2017-01-01,2999-12-31,Sirouhlík
1161,281390,2017-01-01,2999-12-31,"Sulfidy(sirníky)nekovů ost,sulfid fosf.komerč"
1162,281410,2017-01-01,2999-12-31,Amoniak bezvodý(čpavek)
1163,281420,2017-01-01,2999-12-31,Amoniak(čpavek)ve vodném roztoku
1164,281511,2017-01-01,2999-12-31,Hydroxid sodný(žíravý natron)tuhý
1165,281512,2017-01-01,2999-12-31,Hydroxid sodný ve vodném roztoku(louh sodný)
1166,281520,2017-01-01,2999-12-31,Hydroxid draselný(žíravé draslo)
1167,281530,2017-01-01,2999-12-31,"Peroxid sodíku,peroxid draslíku"
1168,281610,2017-01-01,2999-12-31,"Hydroxid hořečnatý,peroxid hořčíku"
1169,281640,2017-01-01,2999-12-31,Oxidy stroncia nebo barya
1170,281700,2017-01-01,2999-12-31,"Oxid zinečnatý,peroxid zinku"
1171,281810,2017-01-01,2999-12-31,Korund umělý
1172,281820,2017-01-01,2999-12-31,"Oxid hlinitý jiný,ne korund umělý"
1173,281830,2017-01-01,2999-12-31,Hydroxid hlinitý
1174,281910,2017-01-01,2999-12-31,Oxid chromový
1175,281990,2017-01-01,2999-12-31,"Oxidy ostatní(ne chromový),hydroxidy chrómu"
1176,282010,2017-01-01,2999-12-31,Oxid manganičitý
1177,282090,2017-01-01,2999-12-31,Oxidy manganu ostatní(ne manganičitý)
1178,282110,2017-01-01,2999-12-31,"Oxidy,hydroxidy železa"
1179,282120,2017-01-01,2999-12-31,"Hlinky barevné,obs.nad 70% vázaného železa"
1180,282200,2017-01-01,2999-12-31,"Oxidy,hydroxidy kobaltu,oxid kobaltu komerční"
1181,282300,2017-01-01,2999-12-31,Oxidy titanu
1182,282410,2017-01-01,2999-12-31,"Oxid olovnatý(klejt,masikot)"
1183,282490,2017-01-01,2999-12-31,Oxidy olova ostatní(ne olovnatý)
1184,282510,2017-01-01,2999-12-31,"Hydrazin,hydroxylamin,soli anorganické"
1185,282520,2017-01-01,2999-12-31,"Oxid,hydroxid lithný"
1186,282530,2017-01-01,2999-12-31,"Oxidy,hydroxidy vanadu"
1187,282540,2017-01-01,2999-12-31,"Oxidy,hydroxidy niklu"
1188,282550,2017-01-01,2999-12-31,"Oxidy,hydroxidy mědi"
1189,282560,2017-01-01,2999-12-31,"Oxidy germania,oxid zirkoničitý"
1190,282570,2017-01-01,2999-12-31,"Oxidy,hydroxidy molybdenu"
1191,282580,2017-01-01,2999-12-31,Oxidy antimonu
1192,282590,2017-01-01,2999-12-31,Zásady anorganické ostatní
1193,282612,2017-01-01,2999-12-31,Fluorid hlinitý
1194,282619,2017-01-01,2999-12-31,"Fluoridy ostatní(ne amonný,sodný,hlinitý)"
1195,282630,2017-01-01,2999-12-31,Hexafluorohlinitan sodný(kryolit syntetický)
1196,282690,2017-01-01,2999-12-31,Soli fluóru komplexní ostatní
1197,282710,2017-01-01,2999-12-31,Chlorid amonný
1198,282720,2017-01-01,2999-12-31,Chlorid vápenatý
1199,282731,2017-01-01,2999-12-31,Chlorid hořečnatý
1200,282732,2017-01-01,2999-12-31,Chlorid hlinitý
1201,282735,2017-01-01,2999-12-31,Chlorid nikelnatý
1202,282739,2017-01-01,2999-12-31,Chloridy ostatní
1203,282741,2017-01-01,2999-12-31,"Chlorid-oxidy,chlorid-hydroxidy mědi"
1204,282749,2017-01-01,2999-12-31,"Chlorid-oxidy,chlorid-hydroxidy ost(ne mědi)"
1205,282751,2017-01-01,2999-12-31,"Bromidy sodíku,draslíku"
1206,282759,2017-01-01,2999-12-31,"Bromidy,brom-oxidy ostatní"
1207,282760,2017-01-01,2999-12-31,"Jodidy,jodid-oxidy"
1208,282810,2017-01-01,2999-12-31,"Chlornan vápenatý komerční,chlornany váp.ost."
1209,282890,2017-01-01,2999-12-31,"Chlornany,chloritany,bromnany ostatní"
1210,282911,2017-01-01,2999-12-31,Chlorečnany sodné
1211,282919,2017-01-01,2999-12-31,Chlorečnany jiné(ne sodné)
1212,282990,2017-01-01,2999-12-31,"Chlor-,brom-,jodistany,brom-,jodičnany"
1213,283010,2017-01-01,2999-12-31,Sulfidy(sirníky)sodné
1214,283090,2017-01-01,2999-12-31,"Sulfidy(sirníky),polysulfidy ostatní"
1215,283110,2017-01-01,2999-12-31,"Dithioničitany,sulfoxyláty sodíku"
1216,283190,2017-01-01,2999-12-31,"Dithioničitany,sulfoxyláty ostatní(ne sodíku)"
1217,283210,2017-01-01,2999-12-31,Siřičitany sodné
1218,283220,2017-01-01,2999-12-31,Siřičitany ostatní(ne sodné)
1219,283230,2017-01-01,2999-12-31,Thiosírany
1220,283311,2017-01-01,2999-12-31,Síran sodný
1221,283319,2017-01-01,2999-12-31,"Hydrogensíran,disíran sodný"
1222,283321,2017-01-01,2999-12-31,Síran hořečnatý
1223,283322,2017-01-01,2999-12-31,Síran hlinitý
1224,283324,2017-01-01,2999-12-31,Síran nikelnatý
1225,283325,2017-01-01,2999-12-31,Síran měďnatý
1226,283327,2017-01-01,2999-12-31,Síran barnatý
1227,283329,2017-01-01,2999-12-31,Sírany ostatní
1228,283330,2017-01-01,2999-12-31,Kamence
1229,283340,2017-01-01,2999-12-31,Peroxosírany(persírany)
1230,283410,2017-01-01,2999-12-31,Dusitany
1231,283421,2017-01-01,2999-12-31,Dusičnany draslíku
1232,283429,2017-01-01,2999-12-31,"Dusičnany ostatní(ne draslíku,bismutu)"
1233,283510,2017-01-01,2999-12-31,"Fosfornany(hypofosfity),fosforitany(fosfity)"
1234,283522,2017-01-01,2999-12-31,"Fosforečnany monosodné,disodné"
1235,283524,2017-01-01,2999-12-31,Fosforečnany draselné
1236,283525,2017-01-01,2999-12-31,Hydrogenortofosforečnan vápenatý
1237,283526,2017-01-01,2999-12-31,Fosforečnany vápníku ostatní
1238,283529,2017-01-01,2999-12-31,Fosforečnany ostatní
1239,283531,2017-01-01,2999-12-31,Trifosforečnan sodný
1240,283539,2017-01-01,2999-12-31,Polyfosforečnany ostatní
1241,283620,2017-01-01,2999-12-31,Uhličitan sodný
1242,283630,2017-01-01,2999-12-31,Hydrogenuhličitan sodný
1243,283640,2017-01-01,2999-12-31,Uhličitany draselné
1244,283650,2017-01-01,2999-12-31,Uhličitan vápenatý
1245,283660,2017-01-01,2999-12-31,Uhličitan barnatý
1246,283691,2017-01-01,2999-12-31,Uhličitany lithia
1247,283692,2017-01-01,2999-12-31,Uhličitan strontnatý
1248,283699,2017-01-01,2999-12-31,"Uhličitany ostatní,peroxouhličitany"
1249,283711,2017-01-01,2999-12-31,"Kyanidy,kyanid-oxidy sodíku"
1250,283719,2017-01-01,2999-12-31,"Kyanidy,kyanid-oxidy ostatní(ne sodíku)"
1251,283720,2017-01-01,2999-12-31,Kyanidy komplexní
1252,283911,2017-01-01,2999-12-31,Metakřemičitany sodné
1253,283919,2017-01-01,2999-12-31,Křemičitany sodíku jiné
1254,283990,2017-01-01,2999-12-31,"Křemičitany ost,křemičitany alkal.kovů komerč"
1255,284011,2017-01-01,2999-12-31,Tetraboritan sodný(borax)bezvodý
1256,284019,2017-01-01,2999-12-31,Tetraboritan sodný(borax)ostatní(ne bezvodý)
1257,284020,2017-01-01,2999-12-31,Boritany ostatní
1258,284030,2017-01-01,2999-12-31,Peroxoboritany(perboritany)
1259,284130,2017-01-01,2999-12-31,Dichroman sodný
1260,284150,2017-01-01,2999-12-31,"Chromany,dichromany ostatní,peroxochromany"
1261,284161,2017-01-01,2999-12-31,Manganistan draselný (hypermangan)
1262,284169,2017-01-01,2999-12-31,"Ost. manganitany, manganany a manganistany"
1263,284170,2017-01-01,2999-12-31,Molybdenany
1264,284180,2017-01-01,2999-12-31,Wolframany
1265,284190,2017-01-01,2999-12-31,"Soli kyselin oxokovových,peroxokovových ost."
1266,284210,2017-01-01,2999-12-31,"Křemičitany podvojné,komplexní"
1267,284290,2017-01-01,2999-12-31,"Soli kyselin anorganických,poroxokyselin ost."
1268,284310,2017-01-01,2999-12-31,Kovy drahé v koloidním stavu
1269,284321,2017-01-01,2999-12-31,Dusičnan stříbrný
1270,284329,2017-01-01,2999-12-31,Sloučeniny stříbra ost(ne dusičnan stříbrný)
1271,284330,2017-01-01,2999-12-31,Sloučeniny zlata
1272,284390,2017-01-01,2999-12-31,"Sloučeniny drahých kovů ostatní,amalgamy"
1273,284410,2017-01-01,2999-12-31,"Uran přír,sloučeniny,slitiny,směsi,disperze"
1274,284420,2017-01-01,2999-12-31,"Uran oboh.U 235,plutonium,sloučeniny,slitiny"
1275,284430,2017-01-01,2999-12-31,"Uran ochuz.o U 235,thorium,sloučeniny,slitiny"
1276,284440,2017-01-01,2021-12-31,"Prvky,izotopy,slouč.radioakt(ne uran),slitiny"
1277,284441,2022-01-01,2999-12-31,"Tritium a jeho sloučeniny; slitiny, disperze (včetně cermetů), keramické výrobky a směsi obsahující tritium nebo jeho sl"
1278,284442,2022-01-01,2999-12-31,"Aktinium-225, aktinium-227, kalifornium-253, curium-240, curium-241, curium-242, curium-243, curium-244, einsteinium-253"
1279,284443,2022-01-01,2999-12-31,"Radioaktivní prvky a izotopy a sloučeniny; slitiny, disperze (včetně cermetů), keramické výrobky a směsi obsahující tyto"
1280,284444,2022-01-01,2999-12-31,Radioaktivní odpady
1281,284450,2017-01-01,2999-12-31,Články palivové jaderných reaktorů vyhořelé
1282,284510,2017-01-01,2999-12-31,Voda těžká(deuterium oxide)
1283,284520,2022-01-01,2999-12-31,Bor obohacený borem-10 a jeho sloučeniny
1284,284530,2022-01-01,2999-12-31,Lithium obohacené lithiem-6 a jeho sloučeniny
1285,284540,2022-01-01,2999-12-31,Helium-3
1286,284590,2017-01-01,2999-12-31,"Neradioaktivní izotopy; jejich anorganické nebo organické sloučeniny, chemicky definované i nedefinované (kromě těžké vo"
1287,284610,2017-01-01,2999-12-31,Sloučeniny ceru
1288,284690,2017-01-01,2999-12-31,"Sloučeniny kovů vz.zemin,yttria,skandia,směsi"
1289,284700,2017-01-01,2999-12-31,Peroxid vodíku i ztužený močovinou
1290,284910,2017-01-01,2999-12-31,"Karbidy vápníku,chem.definované,nedefinované"
1291,284920,2017-01-01,2999-12-31,"Karbidy křemíku,chem.definované,nedefinované"
1292,284990,2017-01-01,2999-12-31,"Karbidy(ne vápníku,křemíku),chem.defin,nedef."
1293,285000,2017-01-01,2999-12-31,"Hydridy,nitridy,azidy,silicidy,boridy"
1294,285210,2017-01-01,2999-12-31,"Anorganické nebo organické sloučeniny rtuti, chemicky definované"
1295,285290,2017-01-01,2999-12-31,"Anorganické nebo organické sloučeniny rtuti, ne chemicky definované"
1296,285310,2017-01-01,2999-12-31,Chlorkyan
1297,285390,2017-01-01,2999-12-31,"Fosfidy, chemicky definované i nedefinované, kromě ferofosforu; ostatní anorganické sloučeniny (včetně destilované nebo"
1298,290110,2017-01-01,2999-12-31,"Acyklické uhlovodíky, nasycené"
1299,290121,2017-01-01,2999-12-31,Ethen (ethylen)
1300,290122,2017-01-01,2999-12-31,Propen (propylen)
1301,290123,2017-01-01,2999-12-31,Buten (butylen) a jeho isomery
1302,290124,2017-01-01,2999-12-31,"1,3-Butadien a isopren"
1303,290129,2017-01-01,2999-12-31,"Acyklické uhlovodíky, nenasycené (kromě ethylenu, propenu (propylenu), butenu (butylen) a jeho isomer, 1,3-butadienu a i"
1304,290211,2017-01-01,2999-12-31,Cyklohexan
1305,290219,2017-01-01,2999-12-31,"Cykloalkany, cykloalkeny a cykloterpeny (kromě cyklohexanu)"
1306,290220,2017-01-01,2999-12-31,Benzen
1307,290230,2017-01-01,2999-12-31,Toluen
1308,290241,2017-01-01,2999-12-31,o-xylen
1309,290242,2017-01-01,2999-12-31,m-xylen
1310,290243,2017-01-01,2999-12-31,p-xylen
1311,290244,2017-01-01,2999-12-31,Směs izomerů xylenu
1312,290250,2017-01-01,2999-12-31,Styren
1313,290260,2017-01-01,2999-12-31,Ethylbenzen
1314,290270,2017-01-01,2999-12-31,Kumen
1315,290290,2017-01-01,2999-12-31,"Cyklické uhlovodíky (kromě cykloalkanů, cykloalkenů, benzenu, toluenu, xylenů, styrenu, ethylbenzenu a kumenu)"
1316,290311,2017-01-01,2999-12-31,Chlormethan (methylchlorid) a chlorethan (ethylchlorid)
1317,290312,2017-01-01,2999-12-31,Dichlormethan (methylenchlorid)
1318,290313,2017-01-01,2999-12-31,Chloroform (trichlormethan)
1319,290314,2017-01-01,2999-12-31,Tetrachlormethan (chlorid uhličitý)
1320,290315,2017-01-01,2999-12-31,"Ethylendichlorid (ISO) (1,2-dichlorethan)"
1321,290319,2017-01-01,2999-12-31,"Nasycené chlorderiváty acyklických uhlovodíků (kromě chlormethanu (methylchloridu), chlorethanu (ethylchloridu), chlorof"
1322,290321,2017-01-01,2999-12-31,Vinylchlorid (chlorethylen)
