,HS6,OD,DO,POPIS
5632,940549,2022-01-01,2999-12-31,"Elektrické reflektory a světlomety, jinde neuvedené ani nezahrnuté"
5633,940550,2017-01-01,2999-12-31,Svítidla neelektrická
5634,940560,2017-01-01,2021-12-31,"Reklamy,znaky,ukazatele světelné ap výrobky"
5635,940561,2022-01-01,2999-12-31,"Světelné reklamy, světelné znaky, světelné ukazatele a podobné výrobky, konstruované výhradně pro použití s LED světelný"
5636,940569,2022-01-01,2999-12-31,"Světelné reklamy, světelné znaky, světelné ukazatele a podobné výrobky (kromě těch konstruovaných výhradně pro použití s"
5637,940591,2017-01-01,2999-12-31,"Části skleněné svítidel,světelných reklam ap"
5638,940592,2017-01-01,2999-12-31,"Části z plastů svítidel,světelných reklam ap"
5639,940599,2017-01-01,2999-12-31,"Části a součásti svítidel a osvětlovacích zařízení, světelných reklam, světelných znaků, světelných ukazatelů a podobnýc"
5640,940610,2017-01-01,2999-12-31,"Montované stavby, ze dřeva, též nezkompletované"
5641,940620,2022-01-01,2999-12-31,"Modulární stavební jednotky, z oceli"
5642,940690,2017-01-01,2999-12-31,"Montované stavby, též nesmontované (kromě těch ze dřeva a modulárních stavebních jednotek z oceli)"
5643,950300,2017-01-01,2999-12-31,"Tříkolky,kolob.;kočárky pro panenky;panenky;hračky ost;modely;puzzle"
5644,950420,2017-01-01,2999-12-31,"Kulečníky všech druhů,příslušenství"
5645,950430,2017-01-01,2999-12-31,"Hry ost.na mince aj plateb.prostředky,ne automat.kuželky"
5646,950440,2017-01-01,2999-12-31,Karty hrací
5647,950450,2017-01-01,2999-12-31,Videoherní konzole a automaty
5648,950490,2017-01-01,2999-12-31,Potřeby pro společenské hry ostatní
5649,950510,2017-01-01,2999-12-31,Výrobky vánoční
5650,950590,2017-01-01,2999-12-31,"Výrobky pro slavnosti,karnevaly aj zábavy"
5651,950611,2017-01-01,2999-12-31,Lyže sněhové
5652,950612,2017-01-01,2999-12-31,Vázání na lyže sněhové
5653,950619,2017-01-01,2999-12-31,Potřeby lyžařské ostatní
5654,950621,2017-01-01,2999-12-31,Windsurfing
5655,950629,2017-01-01,2999-12-31,"Lyže,saně vodní ap potřeby pro vodní sporty"
5656,950631,2017-01-01,2999-12-31,"Hole golfové,úplné sady"
5657,950632,2017-01-01,2999-12-31,Míčky golfové
5658,950639,2017-01-01,2999-12-31,"Potřeby pro golf ostatní,ne hole,míčky"
5659,950640,2017-01-01,2999-12-31,"Výrobky,potřeby pro stolní tenis"
5660,950651,2017-01-01,2999-12-31,"Rakety tenisové,i bez výpletu"
5661,950659,2017-01-01,2999-12-31,"Rakety badmintonové ap,i bez výpletu"
5662,950661,2017-01-01,2999-12-31,Míčky tenisové(ne pro stolní tenis)
5663,950662,2017-01-01,2999-12-31,"Míče,míčky nafukovací pro sport"
5664,950669,2017-01-01,2999-12-31,"Míče,míčky ost.pro sport(ne golf,stol.tenis)"
5665,950670,2017-01-01,2999-12-31,"Brusle,i kolečkové,vč obuvi"
5666,950691,2017-01-01,2999-12-31,"Výrobky,potřeby ostatní pro tělocvik,atletiku"
5667,950699,2017-01-01,2999-12-31,"Potřeby pro sporty ost,hry pod širým nebem"
5668,950710,2017-01-01,2999-12-31,Pruty rybářské
5669,950720,2017-01-01,2999-12-31,"Udice,i navázané na nástavec"
5670,950730,2017-01-01,2999-12-31,Navijáky rybářské
5671,950790,2017-01-01,2999-12-31,"Potřeby rybář.ost,potřeby lovecké(ne dechové)"
5672,950810,2017-01-01,2999-12-31,Kočovné cirkusy a zvěřince
5673,950821,2022-01-01,2999-12-31,Horské dráhy
5674,950822,2022-01-01,2999-12-31,Kolotoče a houpačky
5675,950823,2022-01-01,2999-12-31,Autodromy
5676,950824,2022-01-01,2999-12-31,Simulátory pohybu a kinosály s pohybovými efekty v hledišti
5677,950825,2022-01-01,2999-12-31,Vodní atrakce
5678,950826,2022-01-01,2999-12-31,Atrakce vodních parků
5679,950829,2022-01-01,2999-12-31,"Zábavní dráhové atrakce (kromě horských drah, kolotočů a houpaček, autodromů, simulátorů pohybu, kinosálů s pohybovými e"
5680,950830,2022-01-01,2999-12-31,Pouťové atrakce
5681,950840,2022-01-01,2999-12-31,Kočovná divadla
5682,950890,2017-01-01,2021-12-31,Ostatní zařízení a pouťové atrakce
5683,960110,2017-01-01,2999-12-31,"Slonovina opracovaná,výrobky ze slonoviny"
5684,960190,2017-01-01,2999-12-31,"Mater.živoč.řezbářské(ne slonovina),oprac,výr"
5685,960200,2017-01-01,2999-12-31,"Mater.rostlinné,nerostné řezbářské oprac,výr."
5686,960310,2017-01-01,2999-12-31,"Koštata,smetáčky z mater.rostlin.ve svazcích"
5687,960321,2017-01-01,2999-12-31,Kartáčky na zuby
5688,960329,2017-01-01,2999-12-31,Kartáče pro toaletní potřeby
5689,960330,2017-01-01,2999-12-31,"Stětce pro umělce,k psaní,nanášení kosmetiky"
5690,960340,2017-01-01,2999-12-31,"Štětce,štětky malířské,natěračské,lakovací ap"
5691,960350,2017-01-01,2999-12-31,"Kartáče jako součást strojů,přístrojů,vozidel"
5692,960390,2017-01-01,2999-12-31,Zboží kartáčnické ostatní
5693,960400,2017-01-01,2999-12-31,"Síta,řešeta ruční"
5694,960500,2017-01-01,2999-12-31,"Soupravy cest.pro toaletu,šití,čistění obuvi"
5695,960610,2017-01-01,2999-12-31,"Knoflíky stiskací,části,součásti"
5696,960621,2017-01-01,2999-12-31,"Knoflíky z plastů,nepotažené materiály textil"
5697,960622,2017-01-01,2999-12-31,"Knoflíky z kovů obecných,nepotažené mat.text."
5698,960629,2017-01-01,2999-12-31,"Knoflíky ostatní(ne kovové,plastové)"
5699,960630,2017-01-01,2999-12-31,"Formy na knoflíky,části,polotovary knoflíkové"
5700,960711,2017-01-01,2999-12-31,Zdrhovadla s články z obecných kovů
5701,960719,2017-01-01,2999-12-31,Zdrhovadla ostatné(ne kovová)
5702,960720,2017-01-01,2999-12-31,"Části,součásti zdrhovadel"
5703,960810,2017-01-01,2999-12-31,Pera kuličková
5704,960820,2017-01-01,2999-12-31,"Popisovače,značkovače aj,plstěný ap hrot"
5705,960830,2017-01-01,2999-12-31,Plnicí pera s perem a jiná plnicí pera
5706,960840,2017-01-01,2999-12-31,Tužky patentní
5707,960850,2017-01-01,2999-12-31,"Soupravy per plnicích,tužek patentních"
5708,960860,2017-01-01,2999-12-31,Náplně náhradní se špičkou do kuličkových per
5709,960891,2017-01-01,2999-12-31,"Pera psací,špičky pro pera"
5710,960899,2017-01-01,2999-12-31,"Násadky per,rydla,části,součásti per,tužek ap"
5711,960910,2017-01-01,2999-12-31,Tužky s tuhou v pevné pochvě
5712,960920,2017-01-01,2999-12-31,"Tuhy pro tužky,i patentní,černé,barevné"
5713,960990,2017-01-01,2999-12-31,"Tužky,tuhy ost,pastely,uhle kreslicí,křídy"
5714,961000,2017-01-01,2999-12-31,"Tabule,tabulky břidlicové k psaní,kreslení"
5715,961100,2017-01-01,2999-12-31,"Razítka,pečetítka,číslovačky,sázítka ap ruční"
5716,961210,2017-01-01,2999-12-31,Pásky do psacích strojů ap barvicí k otisku
5717,961220,2017-01-01,2999-12-31,Podušky na razítka
5718,961310,2017-01-01,2999-12-31,"Zapalovače kapesní plynové,nenaplnitelné"
5719,961320,2017-01-01,2999-12-31,"Zapalovače kapesní plynové,naplnitelné"
5720,961380,2017-01-01,2999-12-31,"Zapalovače ostatní(ne kapesní plynové,stolní)"
5721,961390,2017-01-01,2999-12-31,"Části,součásti zapalovačů"
5722,961400,2017-01-01,2999-12-31,"Dýmky,špičky doutníkové,cigaretové,části,součásti"
5723,961511,2017-01-01,2999-12-31,"Hřebeny,sponky na vlasy z tvrdé pryže,plastů"
5724,961519,2017-01-01,2999-12-31,"Hřebeny,sponky na vlasy ostatní"
5725,961590,2017-01-01,2999-12-31,"Vlásničky,natáčky na vlasy ap pro účesy,části"
5726,961610,2017-01-01,2999-12-31,"Rozprašovače toaletní,části"
5727,961620,2017-01-01,2999-12-31,"Pudrovátka ap k nanášení příprav.kosmet,toal."
5728,961700,2017-01-01,2999-12-31,Láhve izolační aj nádoby vakuové tepelně izol
5729,961800,2017-01-01,2999-12-31,"Pany,figuríny ap krejčovské,scény pro výklady"
5730,961900,2017-01-01,2999-12-31,"Hygienické vložky a tampony, dětské pleny a podobné hygienické výrobky, z jakéhokoliv materiálu"
5731,962000,2017-01-01,2999-12-31,"Monopody, bipody, tripody (stativy) a podobné výrobky"
5732,970110,2017-01-01,2021-12-31,"Obrazy,malby,kresby zhotovené zcela ručně"
5733,970121,2022-01-01,2999-12-31,"Obrazy, malby a kresby (např. olejomalby, akvarely), zhotovené zcela ručně, starší 100 let (kromě technických plánů, výk"
5734,970122,2022-01-01,2999-12-31,"Mozaiky, starší 100 let"
5735,970129,2022-01-01,2999-12-31,"Koláže a podobné obrázky, starší 100 let (kromě mozaik)"
5736,970190,2017-01-01,2021-12-31,Koláže ap obrázky
5737,970191,2022-01-01,2999-12-31,"Obrazy, malby a kresby (např. olejomalby, akvarely), zhotovené zcela ručně (kromě starších 100 let, technických plánů, v"
5738,970192,2022-01-01,2999-12-31,Mozaiky (kromě starších 100 let)
5739,970199,2022-01-01,2999-12-31,Koláže a podobné obrázky (kromě starších 100 let a mozaik)
5740,970200,2017-01-01,2021-12-31,"Rytiny,tisky,litografie původní"
5741,970210,2022-01-01,2999-12-31,"Původní rytiny, původní tisky a původní litografie, starší 100 let"
5742,970290,2022-01-01,2999-12-31,"Původní rytiny, původní tisky a původní litografie (kromě starších 100 let)"
5743,970300,2017-01-01,2021-12-31,"Díla sochařská,výtvarného modelářství,původní"
5744,970310,2022-01-01,2999-12-31,"Původní díla výtvarného modelářství a původní sochařská díla, z jakýchkoliv materiálů, starší 100 let"
5745,970390,2022-01-01,2999-12-31,"Původní díla výtvarného modelářství a původní sochařská díla, z jakýchkoliv materiálů (kromě starších 100 let)"
5746,970400,2017-01-01,2999-12-31,"Známky poštovní,kolky,otisky razítek pošt.ap"
5747,970500,2017-01-01,2021-12-31,"Sbírky,předměty sběratelské pro sbírky"
5748,970510,2022-01-01,2999-12-31,"Sbírky a sběratelské předměty archeologické, etnografické nebo historické hodnoty"
5749,970521,2022-01-01,2999-12-31,Lidské vzorky a jejich části a součásti jako sbírky nebo sběratelské předměty anatomické hodnoty
5750,970522,2022-01-01,2999-12-31,"Vyhynulé nebo ohrožené druhy a jejich části a součásti jako sbírky nebo sběratelské předměty zoologické, botanické, anat"
5751,970529,2022-01-01,2999-12-31,"Sbírky a sběratelské předměty zoologické, botanické, mineralogické, anatomické nebo paleontologické hodnoty (kromě lidsk"
5752,970531,2022-01-01,2999-12-31,"Sbírky a sběratelské předměty numismatické hodnoty, starší 100 let"
5753,970539,2022-01-01,2999-12-31,Sbírky a sběratelské předměty numismatické hodnoty (kromě starších 100 let)
5754,970600,2017-01-01,2021-12-31,Starožitnosti starší než 100 let
5755,970610,2022-01-01,2999-12-31,"Starožitnosti, starší 250 let"
5756,970690,2022-01-01,2999-12-31,"Starožitnosti, starší 100 let, ale ne více než 250 let"
5757,988001,2017-01-01,2999-12-31,KN6 - IC - Zvířata živá
5758,988002,2017-01-01,2999-12-31,KN6 - IC - Maso a droby poživatelné
5759,988003,2017-01-01,2999-12-31,"KN6 - IC - Ryby, korýši, měkkýši a ostatní vodní bezobratlí"
5760,988004,2017-01-01,2999-12-31,"KN6 - IC - Mléko, vejce, med, výrobky jedlé živočišného původu"
5761,988005,2017-01-01,2999-12-31,KN6 - IC - Výrobky živočišného původu jinde neuvedené
5762,988006,2017-01-01,2999-12-31,KN6 - IC - Rostliny živé a výrobky květinářské
5763,988007,2017-01-01,2999-12-31,"KN6 - IC - Zelenina, rostliny, hlízy, kořeny, poživatelné"
5764,988008,2017-01-01,2999-12-31,"KN6 - IC - Ovoce, ořechy, jedlé slupky citrusových plodů, melounů"
5765,988009,2017-01-01,2999-12-31,"KN6 - IC - Káva, čaj, maté, koření"
5766,988010,2017-01-01,2999-12-31,KN6 - IC - Obilí
5767,988011,2017-01-01,2999-12-31,"KN6 - IC - Výrobky mlýnské, slad, škroby, inulin, lepek pšeničný"
5768,988012,2017-01-01,2999-12-31,"KN6 - IC - Semena, plody, rostliny léčivé, průmyslové, sláma apod."
5769,988013,2017-01-01,2999-12-31,"KN6 - IC - Šelak, gumy, pryskyřice a jiné štávy, výtažky rostlinné"
5770,988014,2017-01-01,2999-12-31,KN6 - IC - Materiály rostlinné pletací a jiné výrobky rostlinné
5771,988015,2017-01-01,2999-12-31,"KN6 - IC - Tuky a oleje živočišné nebo rostlinné, pokrmové vosky"
5772,988016,2017-01-01,2999-12-31,"KN6 - IC - Přípravky z masa, ryb, korýšů a jiných vodních bezobratlých"
5773,988017,2017-01-01,2999-12-31,KN6 - IC - Cukr a cukrovinky
5774,988018,2017-01-01,2999-12-31,KN6 - IC - Kakao a přípravky kakaové
5775,988019,2017-01-01,2999-12-31,"KN6 - IC - Přípravky z obilovin, mouky, škrobu nebo mléka, pečivo"
5776,988020,2017-01-01,2999-12-31,"KN6 - IC - Přípravky ze zeleniny, ovoce, ořechů"
5777,988021,2017-01-01,2999-12-31,KN6 - IC - Přípravky potravinové různé
5778,988022,2017-01-01,2999-12-31,"KN6 - IC - Nápoje, tekutiny lihové, ocet"
5779,988023,2017-01-01,2999-12-31,"KN6 - IC - Zbytky a odpady v potravinářském průmyslu, krmivo"
5780,988024,2017-01-01,2999-12-31,"KN6 - IC - Tabák, náhražky tabákové vyrobené"
5781,988025,2017-01-01,2999-12-31,"KN6 - IC - Sůl, síra, zeminy a kameny, sádra, vápno, cement"
5782,988026,2017-01-01,2999-12-31,"KN6 - IC - Rudy kovů, strusky, popely"
5783,988027,2017-01-01,2999-12-31,"KN6 - IC - Paliva, oleje a výrobky z nich, látky živičné, vosk"
5784,988028,2017-01-01,2999-12-31,"KN6 - IC - Výrobky chemické, sloučeniny kovů, zemin, prvků"
5785,988029,2017-01-01,2999-12-31,KN6 - IC - Výrobky chemické organické
5786,988030,2017-01-01,2999-12-31,KN6 - IC - Výrobky farmaceutické
5787,988031,2017-01-01,2999-12-31,KN6 - IC - Hnojiva
5788,988032,2017-01-01,2999-12-31,"KN6 - IC - Výtažky, taniny, barvy, pigmenty, laky, tmely apod."
5789,988033,2017-01-01,2999-12-31,"KN6 - IC - Silice, pryskyřice, přípravky kosmetické nebo toaletní apod."
5790,988034,2017-01-01,2999-12-31,"KN6 - IC - Mýdlo, přípravky prací, mazací, lešticí aj., vosk"
5791,988035,2017-01-01,2999-12-31,"KN6 - IC - Látky albuminoidní, škroby, klihy, enzymy"
5792,988036,2017-01-01,2999-12-31,"KN6 - IC - Výbušniny, výrobky pyrotechnické, zápalky apod."
5793,988037,2017-01-01,2999-12-31,KN6 - IC - Výrobky fotografické a kinematografické
5794,988038,2017-01-01,2999-12-31,KN6 - IC - Výrobky chemické různé
5795,988039,2017-01-01,2999-12-31,KN6 - IC - Plasty a výrobky z nich
5796,988040,2017-01-01,2999-12-31,KN6 - IC - Kaučuk a výrobky z něj
5797,988041,2017-01-01,2999-12-31,KN6 - IC - Kůže surové a kožky (jiné než kožešiny) a usně
5798,988042,2017-01-01,2999-12-31,"KN6 - IC - Výrobky kožené, sedlářské, řemenářské apod."
5799,988043,2017-01-01,2999-12-31,"KN6 - IC - Kožešiny, umělé kožešiny, výrobky z nich"
5800,988044,2017-01-01,2999-12-31,"KN6 - IC - Dřevo, uhlí dřevěné, výrobky dřevěné"
5801,988045,2017-01-01,2999-12-31,"KN6 - IC - Korek, výrobky korkové"
5802,988046,2017-01-01,2999-12-31,"KN6 - IC - Výrobky ze slámy a jiných materiálů, výrobky košíkářské"
5803,988047,2017-01-01,2999-12-31,"KN6 - IC - Vláknina ze dřeva aj., odpady z papíru, lepenky"
5804,988048,2017-01-01,2999-12-31,"KN6 - IC - Papír, karton, lepenka a výrobky z nich"
5805,988049,2017-01-01,2999-12-31,"KN6 - IC - Knihy, noviny, obrazy a jiné výrobky polygrafické tištěné"
5806,988050,2017-01-01,2999-12-31,KN6 - IC - Hedvábí přírodní
5807,988051,2017-01-01,2999-12-31,"KN6 - IC - Vlna, chlupy zvířecí, příze a tkaniny žíněné"
5808,988052,2017-01-01,2999-12-31,KN6 - IC - Bavlna
5809,988053,2017-01-01,2999-12-31,"KN6 - IC - Vlákna textilní rostlinná jiná, příze papírové"
5810,988054,2017-01-01,2999-12-31,KN6 - IC - Hedvábí chemické (syntetické nebo umělé)
5811,988055,2017-01-01,2999-12-31,KN6 - IC - Vlákna střižová chemická (syntetická nebo umělá)
5812,988056,2017-01-01,2999-12-31,"KN6 - IC - Vata, plsť, textilie netkané, lana, provazy apod."
5813,988057,2017-01-01,2999-12-31,KN6 - IC - Koberce a jiné krytiny podlahové textilní
5814,988058,2017-01-01,2999-12-31,"KN6 - IC - Tkaniny speciální, textilie všívané, krajky apod."
5815,988059,2017-01-01,2999-12-31,"KN6 - IC - Textilie impregnované, natřené, povlečené apod."
5816,988060,2017-01-01,2999-12-31,KN6 - IC - Textilie pletené nebo háčkované
5817,988061,2017-01-01,2999-12-31,"KN6 - IC - Oděvy a doplňky oděvní pletené, háčkované"
5818,988062,2017-01-01,2999-12-31,"KN6 - IC - Oděvy a doplňky oděvní jiné než pletené, háčkované"
5819,988063,2017-01-01,2999-12-31,"KN6 - IC - Výrobky textilní jiné, oděvy obnošené, hadry"
5820,988064,2017-01-01,2999-12-31,"KN6 - IC - Obuv, kamaše a podobné výrobky, části těchto výrobků"
5821,988065,2017-01-01,2999-12-31,KN6 - IC - Pokrývky hlavy a jejich součásti
5822,988066,2017-01-01,2999-12-31,"KN6 - IC - Deštníky, slunečníky, hole, biče a jejich části a součásti"
5823,988067,2017-01-01,2999-12-31,"KN6 - IC - Péra, peří, květiny umělé, výrobky z lidských vlasů"
5824,988068,2017-01-01,2999-12-31,"KN6 - IC - Výrobky z kamene, sádry, cementu, osinku, slídy"
5825,988069,2017-01-01,2999-12-31,KN6 - IC - Výrobky keramické
5826,988070,2017-01-01,2999-12-31,KN6 - IC - Sklo a výrobky skleněné
5827,988071,2017-01-01,2999-12-31,"KN6 - IC - Perly, drahokamy, drahé kovy a výrobky z nich, bižuterie"
5828,988072,2017-01-01,2999-12-31,KN6 - IC - Železo a ocel
5829,988073,2017-01-01,2999-12-31,KN6 - IC - Výrobky ze železa nebo oceli
5830,988074,2017-01-01,2999-12-31,KN6 - IC - Měď a výrobky z mědi
5831,988075,2017-01-01,2999-12-31,KN6 - IC - Nikl a výrobky z niklu
5832,988076,2017-01-01,2999-12-31,KN6 - IC - Hliník a výrobky z hliníku
5833,988077,2017-01-01,2999-12-31,KN6 - IC - Určeno pro případnou budoucí potřebu Harmonizovaného systému
5834,988078,2017-01-01,2999-12-31,KN6 - IC - Olovo a výrobky z olova
5835,988079,2017-01-01,2999-12-31,KN6 - IC - Zinek a výrobky ze zinku
5836,988080,2017-01-01,2999-12-31,KN6 - IC - Cín a výrobky z cínu
5837,988081,2017-01-01,2999-12-31,"KN6 - IC - Kovy obecné ostatní, cermety, výrobky z nich"
5838,988082,2017-01-01,2999-12-31,"KN6 - IC - Nástroje, náčiní, výrobky nožířské, z kovů obecných"
5839,988083,2017-01-01,2999-12-31,KN6 - IC - Výrobky různé z kovů obecných
5840,988084,2017-01-01,2999-12-31,"KN6 - IC - Reaktory, kotle, stroje, zařízení mechanická"
5841,988085,2017-01-01,2999-12-31,"KN6 - IC - Stroje a přístroje el., přístroje pro záznam a reprodukci zvuku, TV obrazu"
