HS_ID,Skupina,Podskupina,Kategorie,Included,CZ_Nazev,ENG_Nazev,Barva Skupina,Barva Kategorie
740312,"Výroba surovin, komponent a zařízení pro nízkouhlíkové technologie",Výroba surovin a materiálů pro nízkouhlíkové technologie,Rudy / vzácné kovy / kyanidy / Anorganická chemie,IN,Předlitky pro válcování drátu z mědi<br>rafinov.,"Wire bars, copper, unwrought",#f58231,#f58231
740313,"Výroba surovin, komponent a zařízení pro nízkouhlíkové technologie",Výroba surovin a materiálů pro nízkouhlíkové technologie,Rudy / vzácné kovy / kyanidy / Anorganická chemie,IN,Předvalky(sochory)z mědi rafinované,"Billets, copper, unwrought",#f58231,#f58231
740319,"Výroba surovin, komponent a zařízení pro nízkouhlíkové technologie",Výroba surovin a materiálů pro nízkouhlíkové technologie,Rudy / vzácné kovy / kyanidy / Anorganická chemie,IN,Meď rafinovaná ostatní,"Refined copper products, unwrought, nes",#f58231,#f58231
740400,Cirkularita,Cirkularita (výrobní a obalová),Odpad a šrot ost. vzácných kovů a materiálů,IN,"Odpad,šrot měděný",Copper/copper alloy waste or scrap,#f442d4,#911EB4
740811,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Drát z mědi rafinované,nad 6mm",Wire of refined copper > 6mm wide,#Aaffc3,#32CD32
740819,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Drát z mědi rafinované,do 6mm",Wire of refined copper < 6mm wide,#Aaffc3,#32CD32
740821,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,Drát ze slitin na bázi mědi<br>a zinku(mosazi),"Wire, copper-zinc base alloy",#Aaffc3,#32CD32
740822,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Drát ze slitin mědi,niklu a mědi,niklu,zinku","Wire, copper-nickel or copper-nickel-zinc base alloy",#Aaffc3,#32CD32
740829,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,Drát ostatní ze slitin mědi,"Wire, copper alloy, except nickel/zinc alloys",#Aaffc3,#32CD32
750300,Cirkularita,Cirkularita (výrobní a obalová),Odpad a šrot ost. vzácných kovů a materiálů,IN,"Odpad,šrot niklový",Nickel waste or scrap,#f442d4,#911EB4
750890,"Výroba surovin, komponent a zařízení pro nízkouhlíkové technologie",Výroba surovin a materiálů pro nízkouhlíkové technologie,Rudy / vzácné kovy / kyanidy / Anorganická chemie,IN,Ostatní výrobky pro čistící potřeby z<br>niklu,Various items made from nickel for different purposes,#f58231,#f58231
760200,Cirkularita,Cirkularita (výrobní a obalová),Odpad a šrot ost. vzácných kovů a materiálů,IN,"Odpad,šrot hliníkový","Waste or scrap, aluminium",#f442d4,#911EB4
760511,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Dráty z hliníku nelegovaného,nad 7mm","Wire, aluminium, not alloyed, t > 7mm",#Aaffc3,#32CD32
760519,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Dráty z hliníku nelegovaného,do 7mm","Wire, aluminium, not alloyed, t < 7mm",#Aaffc3,#32CD32
760521,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Dráty ze slitin hliníku,nad 7mm","Wire, aluminium alloy, t > 7mm",#Aaffc3,#32CD32
760529,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Dráty ze slitin hliníku,do 7mm","Wire, aluminium alloy, t < 7mm",#Aaffc3,#32CD32
761100,Energetické sítě,"Distribuce a přenos paliv, tepla",Železné a hliníkové výr. pro distribuci a ukládání paliv a energií,IN,"Nádrže,cisterny,kádě ap z hliníku,nad 300l","Aluminium reservoirs,vats, tanks, etc, volume >300l",#Aaffc3,#93C674
761290,Energetické sítě,"Distribuce a přenos paliv, tepla",Železné a hliníkové výr. pro distribuci a ukládání paliv a energií,IN,"Zásobníky ostatní z hliníku,do 300l","Aluminium casks, drums, boxes etc, capacity <300 litr",#Aaffc3,#93C674
780200,Cirkularita,Cirkularita (výrobní a obalová),Odpad a šrot ost. vzácných kovů a materiálů,IN,"Odpad,šrot olověný",Lead waste or scrap,#f442d4,#911EB4
790200,Cirkularita,Cirkularita (výrobní a obalová),Odpad a šrot ost. vzácných kovů a materiálů,IN,"Odpad,šrot zinkový",Zinc waste or scrap,#f442d4,#911EB4
800200,Cirkularita,Cirkularita (výrobní a obalová),Odpad a šrot ost. vzácných kovů a materiálů,IN,"Odpad,šrot cínový",Tin waste or scrap,#f442d4,#911EB4
810197,Cirkularita,Cirkularita (výrobní a obalová),Odpad a šrot ost. vzácných kovů a materiálů,IN,Wolframový odpad a šrot,Tungsten (wolfram): waste and scrap,#f442d4,#911EB4
810297,Cirkularita,Cirkularita (výrobní a obalová),Odpad a šrot ost. vzácných kovů a materiálů,IN,Molybdenový odpad a šrot,Molybdenum: waste and scrap,#f442d4,#911EB4
810330,Cirkularita,Cirkularita (výrobní a obalová),Odpad a šrot ost. vzácných kovů a materiálů,IN,Tantalový odpad a šrot,Tantalum: waste and scrap,#f442d4,#911EB4
810420,Cirkularita,Cirkularita (výrobní a obalová),Odpad a šrot ost. vzácných kovů a materiálů,IN,"Odpad,šrot z hořčíku",Magnesium waste or scrap,#f442d4,#911EB4
810530,Cirkularita,Cirkularita (výrobní a obalová),Odpad a šrot ost. vzácných kovů a materiálů,IN,Kobaltový odpad a šrot,Cobalt: waste and scrap,#f442d4,#911EB4
810830,Cirkularita,Cirkularita (výrobní a obalová),Odpad a šrot ost. vzácných kovů a materiálů,IN,Titanový odpad a šrot,Titanium: waste and scrap,#f442d4,#911EB4
810931,Cirkularita,Cirkularita (výrobní a obalová),Odpad a šrot ost. vzácných kovů a materiálů,IN,"Zirkoniový odpad a šrot, obsahující <<br>1 hmotnostní díl hafnia na 500<br>hmotnostních dílů zirkonia (kromě popela a<br>zbytků o",Zirconium scrap (<1:500 Hf:Zr ratio),#f442d4,#911EB4
810939,Cirkularita,Cirkularita (výrobní a obalová),Odpad a šrot ost. vzácných kovů a materiálů,IN,"Zirkoniový odpad a šrot, obsahující >=<br>1 hmotnostní díl hafnia na 500<br>hmotnostních dílů zirkonia (kromě popela a<br>zbytků",Zirconium scrap (â‰Ą1:500 Hf:Zr ratio),#f442d4,#911EB4
811020,Cirkularita,Cirkularita (výrobní a obalová),Odpad a šrot ost. vzácných kovů a materiálů,IN,Odpad a šrot z antimonu,Antimony: waste and scrap,#f442d4,#911EB4
811100,Cirkularita,Cirkularita (výrobní a obalová),Odpad a šrot ost. vzácných kovů a materiálů,IN,"Mangan,výrobky,odpady,šrot","Manganese, articles thereof, waste or scrap",#f442d4,#911EB4
811213,Cirkularita,Cirkularita (výrobní a obalová),Odpad a šrot ost. vzácných kovů a materiálů,IN,Odpad a šrot z berylia,Beryllium: waste and scrap,#f442d4,#911EB4
811222,Cirkularita,Cirkularita (výrobní a obalová),Odpad a šrot ost. vzácných kovů a materiálů,IN,Chromový odpad a šrot,Chromium: waste and scrap,#f442d4,#911EB4
811252,Cirkularita,Cirkularita (výrobní a obalová),Odpad a šrot ost. vzácných kovů a materiálů,IN,Odpad a šrot z thallia,Thallium: waste and scrap,#f442d4,#911EB4
811261,Cirkularita,Cirkularita (výrobní a obalová),Odpad a šrot ost. vzácných kovů a materiálů,IN,Kadmiový odpad a šrot (kromě kromě<br>popela a zbytků obsahujících kadmium),Cadmium scrap,#f442d4,#911EB4
811292,Cirkularita,Cirkularita (výrobní a obalová),Odpad a šrot ost. vzácných kovů a materiálů,IN,"Netvářený (surový) niob (columbium), gallium, indium,<br>vanad a germanium, prášek a odpad<br>a šrot z těchto kovů (kromě<br>pope","Gallium, germanium, hafnium, indium, niobium (columbium), rhenium and vanadium: articles thereof, unwrought, including waste and scrap, powders",#f442d4,#911EB4
840110,Výroba nízkoemisní elektřiny a paliv,Jádro,Uran / jaderné technologie,IN,Reaktory jaderné,Nuclear reactors,#3cb44b,#6B8E23
840120,Výroba nízkoemisní elektřiny a paliv,Jádro,Uran / jaderné technologie,IN,"Stroje,přístroje pro oddělování izotopů,části",Machinery & apparatus for isotopic separation & parts,#3cb44b,#6B8E23
840130,Výroba nízkoemisní elektřiny a paliv,Jádro,Uran / jaderné technologie,IN,Články(kazety)palivové nevyhořelé pro reakto,"Fuel elements non-irradiated, for nuclear reactors",#3cb44b,#6B8E23
840140,Výroba nízkoemisní elektřiny a paliv,Jádro,Uran / jaderné technologie,IN,"Části,součásti reaktorů jaderných",Parts of nuclear reactors,#3cb44b,#6B8E23
840211,Výroba nízkoemisní elektřiny a paliv,"Komponenty pro jadernou, vodíkovou a parní výrobu energií","Parní a plynové kotle, generátory a trubiny",IN,"Kotle vodotrubné,nad 45t páry/hod.","Water tube boilers, steam production < 45T per hour",#3cb44b,#B1F5B7
840212,Výroba nízkoemisní elektřiny a paliv,"Komponenty pro jadernou, vodíkovou a parní výrobu energií","Parní a plynové kotle, generátory a trubiny",IN,"Kotle vodotrubné,do 45t páry/hod.","Water tube boilers, steam production < 45T per hour",#3cb44b,#B1F5B7
840219,Výroba nízkoemisní elektřiny a paliv,"Komponenty pro jadernou, vodíkovou a parní výrobu energií","Parní a plynové kotle, generátory a trubiny",IN,"Kotle parní ost,vč.hybridních kotlů","Vapour generating boilers nes, hybrid boilers",#3cb44b,#B1F5B7
840220,Výroba nízkoemisní elektřiny a paliv,"Komponenty pro jadernou, vodíkovou a parní výrobu energií","Parní a plynové kotle, generátory a trubiny",IN,"Kotle zvané ""na přehřátou vodu""",Super-heated water boilers,#3cb44b,#B1F5B7
840290,Výroba nízkoemisní elektřiny a paliv,"Komponenty pro jadernou, vodíkovou a parní výrobu energií","Parní a plynové kotle, generátory a trubiny",IN,"Části,součásti kotlů,generátorů",Parts of steam or vapour generating boilers nes,#3cb44b,#B1F5B7
840410,Výroba nízkoemisní elektřiny a paliv,"Komponenty pro jadernou, vodíkovou a parní výrobu energií","Parní a plynové kotle, generátory a trubiny",IN,"Přístroje,zař.pomoc.ke kotlům ÚT,generátorům",Auxiliary plant for steam/vapour generating boilers,#3cb44b,#B1F5B7
840420,Výroba nízkoemisní elektřiny a paliv,"Komponenty pro jadernou, vodíkovou a parní výrobu energií","Parní a plynové kotle, generátory a trubiny",IN,Kondenzátory pro parní stroj na vodní<br>aj páru,Condensers for steam or vapour power units,#3cb44b,#B1F5B7
840490,Výroba nízkoemisní elektřiny a paliv,"Komponenty pro jadernou, vodíkovou a parní výrobu energií","Parní a plynové kotle, generátory a trubiny",IN,"Části,součásti přístr.pomoc.ke kotlům ÚT aj","Steam, vapour generating boiler auxiliary plant parts",#3cb44b,#B1F5B7
840510,"Výroba surovin, komponent a zařízení pro nízkouhlíkové technologie",Výroba komponent a zařízení pro nízkouhlíkové technologie,Ostatní stroje,IN,"Generátory plynové,vyvíječe acetylénu","Producer, water and acetylene gas generators",#f58231,#9A6324
840681,Výroba nízkoemisní elektřiny a paliv,"Komponenty pro jadernou, vodíkovou a parní výrobu energií","Parní a plynové kotle, generátory a trubiny",IN,Parní turbiny pro pohon lodí s<br>výkonem nad 40,Large Steam Turbines for Non-Marine Use (Above 40MW),#3cb44b,#B1F5B7
840682,Výroba nízkoemisní elektřiny a paliv,"Komponenty pro jadernou, vodíkovou a parní výrobu energií","Parní a plynové kotle, generátory a trubiny",IN,Parní tubrbiny pro pohon lodí s<br>výkonem do 40,Small Steam Turbines for Non-Marine Use (Below 40MW),#3cb44b,#B1F5B7
840690,Výroba nízkoemisní elektřiny a paliv,"Komponenty pro jadernou, vodíkovou a parní výrobu energií","Parní a plynové kotle, generátory a trubiny",IN,"Části,součásti turbin na vodní páru aj",Parts of steam and vapour turbines,#3cb44b,#B1F5B7
841011,Výroba nízkoemisní elektřiny a paliv,Vodní,Vodní turbiny,IN,"Turbiny,kola vodní,do 1000kW","Hydraulic turbines, water wheels, power < 1000 kW",#3cb44b,#008080
841012,Výroba nízkoemisní elektřiny a paliv,Vodní,Vodní turbiny,IN,"Turbiny,kola vodní,1000-10000kW","Hydraulic turbines, water wheels, power 1000-10000 kW",#3cb44b,#008080
841013,Výroba nízkoemisní elektřiny a paliv,Vodní,Vodní turbiny,IN,"Turbiny,kola vodní,nad 10000kW","Hydraulic turbines, water wheels, power > 10000 kW",#3cb44b,#008080
841090,Výroba nízkoemisní elektřiny a paliv,Vodní,Vodní turbiny,IN,"Části,souč.turbin,kol vodních,vč regulátorů",Parts of hydraulic turbines and water wheels,#3cb44b,#008080
841181,Výroba nízkoemisní elektřiny a paliv,"Komponenty pro jadernou, vodíkovou a parní výrobu energií","Parní a plynové kotle, generátory a trubiny",IN,"Turbiny plynové ost,do 5000kW",Gas turbine engines nes of a power < 5000 kW,#3cb44b,#B1F5B7
841182,Výroba nízkoemisní elektřiny a paliv,"Komponenty pro jadernou, vodíkovou a parní výrobu energií","Parní a plynové kotle, generátory a trubiny",IN,"Turbiny plynové ost,nad 5000kW",Gas turbine engines nes of a power > 5000 kW,#3cb44b,#B1F5B7
841199,Výroba nízkoemisní elektřiny a paliv,"Komponenty pro jadernou, vodíkovou a parní výrobu energií","Parní a plynové kotle, generátory a trubiny",IN,"Části,součásti turbin plynových",Parts of gas turbine engines except turbo-jet/prop,#3cb44b,#B1F5B7
841239,"Výroba surovin, komponent a zařízení pro nízkouhlíkové technologie",Výroba komponent a zařízení pro nízkouhlíkové technologie,"Ostatní motory, pohony",IN,"Motory,pohony pneumatické ostatní","Pneumatic power engines/motors, except linear acting",#f58231,#D35C2D
841290,"Výroba surovin, komponent a zařízení pro nízkouhlíkové technologie",Výroba komponent a zařízení pro nízkouhlíkové technologie,"Ostatní motory, pohony",IN,"Části,součásti motorů,pohonů",Parts of hydraulic/pneumatic/other power engines,#f58231,#D35C2D
841350,Voda a ovzduší,"Distribuce vody, odpadní vody, voda v krajině",Čerpadla,IN,Čerpadla objemová ostatní s kmitavým pohybem,Reciprocating positive displacement pumps nes,#61C0F5,#61C0F5
841360,Voda a ovzduší,"Distribuce vody, odpadní vody, voda v krajině",Čerpadla,IN,Čerpadla objemová rotační ostatní,Rotary positive displacement pumps nes,#61C0F5,#61C0F5
841370,Voda a ovzduší,"Distribuce vody, odpadní vody, voda v krajině",Čerpadla,IN,Čerpadla odstředivá ostatní,Centrifugal pumps nes,#61C0F5,#61C0F5
841381,Voda a ovzduší,"Distribuce vody, odpadní vody, voda v krajině",Čerpadla,IN,"Čerpadla ostatní,i s měřicím zařízením",Pumps nes,#61C0F5,#61C0F5
841391,Voda a ovzduší,"Distribuce vody, odpadní vody, voda v krajině",Čerpadla,IN,"Části,součásti čerpadel",Parts of pumps for liquids,#61C0F5,#61C0F5
841410,Budovy,Technologie pro ohřev a chlazení vzduchu,"Vzduch. čerpadla, vakuové pumpy, ventilátory, klima, chlazení",IN,Vývěvy,Vacuum pumps,#D2F53C,#BF8F00
841430,Budovy,Technologie pro ohřev a chlazení vzduchu,"Vzduch. čerpadla, vakuové pumpy, ventilátory, klima, chlazení",IN,Kompresory používané v zařízení chladicích,Compressors for refrigerating equipment,#D2F53C,#BF8F00
841459,Budovy,Technologie pro ohřev a chlazení vzduchu,"Vzduch. čerpadla, vakuové pumpy, ventilátory, klima, chlazení",IN,Ventilátory ostatní,"Electric fans, motor > 125 watts",#D2F53C,#BF8F00
841480,Budovy,Technologie pro ohřev a chlazení vzduchu,"Vzduch. čerpadla, vakuové pumpy, ventilátory, klima, chlazení",IN,"Vzduchová čerpadla, kompresory na vzduch nebo<br>jiný plyn a ventilační nebo recirkulační<br>odsávače s ventilátorem, též s ve","Air or gas compressors, hoods",#D2F53C,#BF8F00
841490,Budovy,Technologie pro ohřev a chlazení vzduchu,"Vzduch. čerpadla, vakuové pumpy, ventilátory, klima, chlazení",IN,"Části a součásti vzduchových čerpadel nebo<br>vývěv, kompresorů, ventilátorů na vzduch nebo<br>jiný plyn, ventilačních nebo re","Parts of vacuum pumps, compressors,fans,blowers,hoods",#D2F53C,#BF8F00
841510,Budovy,Technologie pro ohřev a chlazení vzduchu,"Vzduch. čerpadla, vakuové pumpy, ventilátory, klima, chlazení",IN,"Klimatizační zařízení k instalaci do oken,<br>na stěny, stropy nebo v chodbách,<br>s vlastním pohonem nebo ve formě<br>děleného s","Air conditioners window/wall types, self-contained",#D2F53C,#BF8F00
841581,Budovy,Technologie pro ohřev a chlazení vzduchu,"Vzduch. čerpadla, vakuové pumpy, ventilátory, klima, chlazení",IN,"Stroje klimatizační se zař.chladicím,ventilem",Air conditioners nes with reverse cycle refrigeration,#D2F53C,#BF8F00
841582,Budovy,Technologie pro ohřev a chlazení vzduchu,"Vzduch. čerpadla, vakuové pumpy, ventilátory, klima, chlazení",IN,Stroje klimatiz.se zař.chladicím vestavěným,"Air conditioners nes, with refrigerating unit",#D2F53C,#BF8F00
841583,Budovy,Technologie pro ohřev a chlazení vzduchu,"Vzduch. čerpadla, vakuové pumpy, ventilátory, klima, chlazení",IN,Stroje klimatizační bez vestav.zař.chladicího,"Air conditioners nes, without refrigerating unit",#D2F53C,#BF8F00
841590,Budovy,Technologie pro ohřev a chlazení vzduchu,"Vzduch. čerpadla, vakuové pumpy, ventilátory, klima, chlazení",IN,"Části,součásti strojů,přístr.klimatizačních",Parts for air conditioners,#D2F53C,#BF8F00
841780,Zacházení s odpady,"Zacházení s odpady, energetické využití",Průmyslové pece,IN,"Pece průmyslové,laboratorní neelektrické ost.","Industrial furnace, oven, incinerator non-electric ne",#E6BEFF,#E6BEFF
841790,Zacházení s odpady,"Zacházení s odpady, energetické využití",Průmyslové pece,IN,"Části,součásti pecí průmyslových,laborat.neel",Parts of industrial or laboratory furnaces/ovens,#E6BEFF,#E6BEFF
841861,Budovy,Technologie pro ohřev a chlazení vzduchu,"Vzduch. čerpadla, vakuové pumpy, ventilátory, klima, chlazení",IN,"Čerpadla tepelná,jiná než klimat.zař.HS 8485",Compression refrigeration equipment with heat exchange,#D2F53C,#BF8F00
841869,Budovy,Technologie pro ohřev a chlazení vzduchu,"Vzduch. čerpadla, vakuové pumpy, ventilátory, klima, chlazení",IN,"Zařízení chladicí,mrazicí ost.",Refrigerating or freezing equipment nes,#D2F53C,#BF8F00
841899,Budovy,Technologie pro ohřev a chlazení vzduchu,"Vzduch. čerpadla, vakuové pumpy, ventilátory, klima, chlazení",IN,"Části,součástí zařízení chladicích,mrazících",Parts of refrigerating or freezing equipment,#D2F53C,#BF8F00
841911,Budovy,Technologie pro ohřev a chlazení vzduchu,Ostatní tepelná technika - budovy,IN,Karmy průtokové plynové,Instantaneous gas water heaters,#D2F53C,#97BA16
841912,Výroba nízkoemisní elektřiny a paliv,Solární,Křemík / FVE,IN,Solární ohřívače vody,"Solar water heaters, non-electric",#3cb44b,#02DCA8
841919,Budovy,Technologie pro ohřev a chlazení vzduchu,Ostatní tepelná technika - budovy,IN,"Neelektrické průtokové nebo zásobníkové ohřívače vody<br>(kromě plynových průtokových ohřívačů vody, solárních<br>ohřívačů vod","Instantaneous/storage water heaters, not electric nes",#D2F53C,#97BA16
841939,"Výroba surovin, komponent a zařízení pro nízkouhlíkové technologie",Výroba komponent a zařízení pro nízkouhlíkové technologie,Tepelná technologie - průmysl,IN,"Sušicí stroje (kromě lyofilizátorů, jednotek pro<br>sušení vymrazováním, rozprašovacích (sprejových) sušáren, sušicích<br>stro","Non-domestic, non-electric dryers nes",#f58231,#FFFAC8
841940,"Výroba surovin, komponent a zařízení pro nízkouhlíkové technologie",Výroba komponent a zařízení pro nízkouhlíkové technologie,Tepelná technologie - průmysl,IN,"Přístroje destilační,rektifikační",Distilling or rectifying plant,#f58231,#FFFAC8
841950,Budovy,Technologie pro ohřev a chlazení vzduchu,Ostatní tepelná technika - budovy,IN,Výměníky tepla,"Heat exchange units, non-domestic, non-electric",#D2F53C,#97BA16
841960,Ukládání energie,Vodik a čpavek,"Ostatní elektrické stroje, např. k výrobě vodíku / Vodík",IN,Přístroje pro zkapalňování vzduchu aj plynu,Machinery for liquefying air or other gases,#808000,#C6E0B4
841989,"Výroba surovin, komponent a zařízení pro nízkouhlíkové technologie",Výroba komponent a zařízení pro nízkouhlíkové technologie,Tepelná technologie - průmysl,IN,"Stroje,zaříz.ost.k vaření,pražení,chlazení ap",Machinery for treatment by temperature change nes,#f58231,#FFFAC8
841990,"Výroba surovin, komponent a zařízení pro nízkouhlíkové technologie",Výroba komponent a zařízení pro nízkouhlíkové technologie,Tepelná technologie - průmysl,IN,"Části zařízení laborator,sušicích,ohřívačů ap","Parts, laboratory/industrial heating/cooling machiner",#f58231,#FFFAC8
842121,Voda a ovzduší,Čištění a filtrování kapalin a plynů,"Filtrování vody, tekutin, plynů (centrifugy)",IN,"Přístroje k filtrování,čištění vody",Water filtering or purifying machinery or apparatus,#61C0F5,#427bf4
842129,Voda a ovzduší,Čištění a filtrování kapalin a plynů,"Filtrování vody, tekutin, plynů (centrifugy)",IN,"Přístroje k filtrování,čištění tekutin ost.",Filtering/purifying machinery for liquids nes,#61C0F5,#427bf4
842139,Voda a ovzduší,Čištění a filtrování kapalin a plynů,"Filtrování vody, tekutin, plynů (centrifugy)",IN,"Stroje a přístroje pro filtrování nebo<br>čištění plynů (kromě separátorů isotopů, sacích<br>vzduchových filtrů pro spalovací",Filtering or purifying machinery for gases nes,#61C0F5,#427bf4
842199,Voda a ovzduší,Čištění a filtrování kapalin a plynů,"Filtrování vody, tekutin, plynů (centrifugy)",IN,"Části a součásti strojů a přístrojů<br>k filtrování nebo čištění kapalin nebo<br>plynů, jinde neuvedené ani nezahrnuté",Parts for filter/purifying machines for liquid/gas,#61C0F5,#427bf4
842410,Adaptace na dlouhodobé změny a živelné pohromy,"Boj se suchem, požáry, záplavami","Rozprašovače, závlahy, hašení",IN,"Přístroje hasicí,i s náplní","Fire extinguishers, whether or not charged",#4363d8,#BFFFFF
842449,Adaptace na dlouhodobé změny a živelné pohromy,"Boj se suchem, požáry, záplavami","Rozprašovače, závlahy, hašení",IN,"Rozstřikovače a rozprašovače pro zemědělství nebo<br>zahradnictví, konstruované k namontování na traktory<br>nebo k tažení tra",Mechanical appliances; agricultural or horticultural sprayers; other than portable sprayers,#4363d8,#BFFFFF
842490,Adaptace na dlouhodobé změny a živelné pohromy,"Boj se suchem, požáry, záplavami","Rozprašovače, závlahy, hašení",IN,"Části přístrojů hasicích,mechan.k stříkání ap",Parts for sprays and powder dispersers,#4363d8,#BFFFFF
842710,Doprava,Ostatní elektrická doprava,Ostatní doprava elektrická,IN,"Vozíky vidlic.stohovací samohybné,elek.moto","Self-propelled works trucks, electric motor",#e6194B,#800000
844120,"Výroba surovin, komponent a zařízení pro nízkouhlíkové technologie",Výroba komponent a zařízení pro nízkouhlíkové technologie,Ostatní stroje,IN,"Stroje k výrobě pytlů,sáčků,obálek","Machines for making paper/board bags, sacks, envelope",#f58231,#9A6324
844130,"Výroba surovin, komponent a zařízení pro nízkouhlíkové technologie",Výroba komponent a zařízení pro nízkouhlíkové technologie,Ostatní stroje,IN,"Stroje k výr.krabic,pouzder ap,ne tvarováním","Machines making paper/board boxes etc, except moulded",#f58231,#9A6324
845410,"Výroba surovin, komponent a zařízení pro nízkouhlíkové technologie",Výroba komponent a zařízení pro nízkouhlíkové technologie,Ostatní stroje,IN,Konvertory,Converters used in metallurgy or metal foundries,#f58231,#9A6324
847420,"Výroba surovin, komponent a zařízení pro nízkouhlíkové technologie",Výroba komponent a zařízení pro nízkouhlíkové technologie,Ostatní stroje,IN,"Stroje,přístr.k lámání,drcení,mletí zemin,rud","Machines to crush or grind stone, ores and minerals",#f58231,#9A6324
847439,"Výroba surovin, komponent a zařízení pro nízkouhlíkové technologie",Výroba komponent a zařízení pro nízkouhlíkové technologie,Ostatní stroje,IN,"Míchačky,stroje hnětací ost.na hmoty nerostné","Mixing, kneading machines for minerals except bitumen",#f58231,#9A6324
847940,"Výroba surovin, komponent a zařízení pro nízkouhlíkové technologie",Výroba komponent a zařízení pro nízkouhlíkové technologie,Ostatní stroje,IN,"Stroje k výrobě lan,provazů,kabelů",Rope or cable-making machines,#f58231,#9A6324
847981,"Výroba surovin, komponent a zařízení pro nízkouhlíkové technologie",Výroba komponent a zařízení pro nízkouhlíkové technologie,Ostatní stroje,IN,"Stroje a mechanická zařízení pro opracování<br>kovů, včetně navíječek elektrických vodičů, jinde<br>neuvedené ani nezahrnuté (","Metal treating machines, electric wire coil-winders",#f58231,#9A6324
847982,"Výroba surovin, komponent a zařízení pro nízkouhlíkové technologie",Výroba komponent a zařízení pro nízkouhlíkové technologie,Ostatní stroje,IN,"Stroje k hnětení,drcení,třídění,míchání ap,jn","Machines to mix, knead, crush, grind, etc, nes",#f58231,#9A6324
847989,"Výroba surovin, komponent a zařízení pro nízkouhlíkové technologie",Výroba komponent a zařízení pro nízkouhlíkové technologie,Ostatní stroje,IN,"Stroje a mechanická zařízení, jinde neuvedené<br>ani nezahrnuté",Machines and mechanical appliances nes,#f58231,#9A6324
847990,"Výroba surovin, komponent a zařízení pro nízkouhlíkové technologie",Výroba komponent a zařízení pro nízkouhlíkové technologie,Ostatní stroje,IN,"Části a součásti strojů a mechanických<br>zařízení, jinde neuvedené ani nezahrnuté",Parts of machines and mechanical appliances nes,#f58231,#9A6324
848110,Voda a ovzduší,"Distribuce vody, odpadní vody, voda v krajině",Ventily,IN,Ventily redukční,"Valves, pressure reducing",#61C0F5,#B4C6E7
848130,Voda a ovzduší,"Distribuce vody, odpadní vody, voda v krajině",Ventily,IN,Ventily zpětné,"Valves, check",#61C0F5,#B4C6E7
848140,Voda a ovzduší,"Distribuce vody, odpadní vody, voda v krajině",Ventily,IN,"Ventily pojistné,odvzdušňovací","Valves, safety or relief",#61C0F5,#B4C6E7
848180,Voda a ovzduší,"Distribuce vody, odpadní vody, voda v krajině",Ventily,IN,Kohouty aj výrobky armaturní pro potrubí<br>ap,"Taps, cocks, valves and similar appliances, nes",#61C0F5,#B4C6E7
848210,Výroba nízkoemisní elektřiny a paliv,Větrná / mechanická energie,"Ložiska, hřídele, převody, spojky",IN,Ložiska kuličková,"Bearings, ball",#3cb44b,#Aaffc3
848220,Výroba nízkoemisní elektřiny a paliv,Větrná / mechanická energie,"Ložiska, hřídele, převody, spojky",IN,"Ložiska kuželíková vč souborů válečk,kuželík.","Bearings, tapered roller, including assemblies",#3cb44b,#Aaffc3
848230,Výroba nízkoemisní elektřiny a paliv,Větrná / mechanická energie,"Ložiska, hřídele, převody, spojky",IN,Ložiska soudečková,"Bearings, spherical roller",#3cb44b,#Aaffc3
848240,Výroba nízkoemisní elektřiny a paliv,Větrná / mechanická energie,"Ložiska, hřídele, převody, spojky",IN,Ložiska jehlová,"Bearings, needle roller",#3cb44b,#Aaffc3
848250,Výroba nízkoemisní elektřiny a paliv,Větrná / mechanická energie,"Ložiska, hřídele, převody, spojky",IN,Ložiska válečková ostatní,"Bearings, cylindrical roller, nes",#3cb44b,#Aaffc3
848280,Výroba nízkoemisní elektřiny a paliv,Větrná / mechanická energie,"Ložiska, hřídele, převody, spojky",IN,"Ložiska ost.vč kombin.kuličkových,válečkových","Bearings, ball or roller, nes, including combinations",#3cb44b,#Aaffc3
848291,Výroba nízkoemisní elektřiny a paliv,Větrná / mechanická energie,"Ložiska, hřídele, převody, spojky",IN,"Kuličky,jehly,válečky","Balls, needles and rollers for bearings",#3cb44b,#Aaffc3
848299,Výroba nízkoemisní elektřiny a paliv,Větrná / mechanická energie,"Ložiska, hřídele, převody, spojky",IN,"Části,součásti ložisek ostatní","Bearing parts, nes",#3cb44b,#Aaffc3
